OBJECTID,Angle
1225164,35.75388725
1225169,35.75388725
1225170,35.75388725
1225171,35.75388725
1225172,35.75388725
1225173,35.75388725
1225181,35.75388725
1225182,35.75388725
1225183,35.75388725
1225186,35.75388725
1225187,35.75388725
1225188,35.75388725
1225192,35.75388725
1225197,35.75388725
1225207,35.75388725
1225218,35.75388725
1225222,35.75388725
1225223,35.75388725
1225230,35.75388725
1225237,35.75388725
1225238,35.75388725
1225240,35.75388725
1225243,35.75388725
1225244,35.75388725
1225245,35.75388725
1225247,35.75388725
1225253,36.43085812
1225254,36.43085812
1225259,36.43085812
1225260,36.43085812
1225267,36.43085812
1225268,36.43085812
1225270,36.43085812
1225271,36.43085812
1225276,36.43085812
1225277,36.43085812
1225282,36.43085812
1225283,36.43085812
1225285,36.43085812
1225289,36.43085812
1225303,36.43085812
1225308,36.43085812
1225310,36.43085812
1225314,36.43085812
1225322,36.43085812
1225323,36.43085812
1225328,36.43085812
1225330,36.43085812
1225331,36.43085812
1225339,36.43085812
1225343,36.43085812
1225350,36.43085812
1225351,36.43085812
1225359,36.43085812
1225368,36.43085812
1225370,36.59108827
1225372,36.59108827
1225373,36.59108827
1225376,36.59108827
1225377,36.59108827
1225381,36.59108827
1225382,36.59108827
1225386,36.59108827
1225387,36.59108827
1225390,36.59108827
1225394,36.59108827
1225400,36.59108827
1225401,36.59108827
1225402,36.59108827
1225403,36.59108827
1225405,36.59108827
1225406,36.59108827
1225411,36.59108827
1225413,36.59108827
1225414,36.59108827
1225416,36.59108827
1225421,36.59108827
1225422,36.59108827
1225423,36.59108827
1225424,36.59108827
1225426,36.59108827
1225431,36.59108827
1225432,36.59108827
1225435,36.59108827
1225437,36.59108827
1225441,36.59108827
1225442,36.59108827
1225444,36.59108827
1225449,35.21759296
1225450,35.21759296
1225458,35.21759296
1225459,35.21759296
1225460,35.21759296
1225461,35.21759296
1225468,35.21759296
1225469,35.21759296
1225470,35.21759296
1225471,35.21759296
1225476,35.21759296
1225477,35.21759296
1225478,35.21759296
1225479,35.21759296
1225487,35.21759296
1225488,35.21759296
1225489,35.21759296
1225490,35.21759296
1225498,35.21759296
1225499,35.21759296
1225500,35.21759296
1225506,35.21759296
1225507,35.21759296
1225512,35.21759296
1225513,35.21759296
1225514,35.21759296
1225515,35.21759296
1225521,35.21759296
1225522,35.21759296
1225523,35.21759296
1225524,35.21759296
1225530,35.21759296
1225531,35.21759296
1225532,35.21759296
1225539,35.21759296
1225540,35.21759296
1225543,35.21759296
1225545,35.75388725
1225560,35.75388725
1225613,-66.80140949
1225628,-66.80140949
1225690,-66.80140949
1225700,-66.80140949
1225750,-66.80140949
1225754,40.70261334
1225759,40.70261334
1225763,40.70261334
1225764,40.70261334
1225765,40.70261334
1225768,40.70261334
1225769,40.70261334
1225773,40.70261334
1225774,40.70261334
1225779,40.70261334
1225780,40.70261334
1225785,40.70261334
1225786,40.70261334
1225792,35.88213725
1225796,35.88213725
1225801,35.88213725
1225802,35.88213725
1225805,35.88213725
1225811,35.88213725
1225820,35.88213725
1225821,35.88213725
1225826,35.88213725
1225828,35.88213725
1225831,35.21759296
1225834,36.41637852
1225836,36.41637852
1225839,36.41637852
1225840,36.41637852
1225841,36.41637852
1225842,36.41637852
1225844,36.41637852
1225846,36.41637852
1225848,36.41637852
1225849,36.41637852
1225851,37.20792192
1225854,37.20792192
1225858,37.20792192
1225861,37.20792192
1225909,-67.11487871
1225928,35.21759296
1225929,35.21759296
1225934,35.21759296
1225940,35.21759296
1225941,35.21759296
1225947,35.21759296
1225948,35.21759296
1225953,35.21759296
1225956,35.21759296
1225957,35.21759296
1225958,35.21759296
1225963,35.21759296
1225964,35.21759296
1225965,35.21759296
1225969,35.21759296
1225971,35.21759296
1225977,35.21759296
1225978,35.21759296
1225981,35.21759296
1225987,35.21759296
1225988,35.21759296
1225989,35.21759296
1225990,35.21759296
1225995,35.21759296
1225998,35.21759296
1226002,36.13537661
1226003,36.13537661
1226009,36.13537661
1226010,36.13537661
1226011,36.13537661
1226017,36.13537661
1226018,36.13537661
1226022,36.13537661
1226023,36.13537661
1226028,36.13537661
1226033,36.13537661
1226035,36.13537661
1226045,36.13537661
1226046,36.13537661
1226050,36.13537661
1226059,36.13537661
1226060,36.13537661
1226067,36.13537661
1226071,36.13537661
1226075,36.13537661
1226079,36.41637852
1226080,36.41637852
1226088,36.41637852
1226090,36.41637852
1226092,36.41637852
1226093,36.41637852
1226099,36.41637852
1226100,36.41637852
1226101,36.41637852
1226105,36.41637852
1226106,36.41637852
1226107,36.41637852
1226108,36.41637852
1226113,36.41637852
1226117,36.41637852
1226119,36.41637852
1226133,36.41637852
1226134,36.41637852
1226139,36.41637852
1226140,36.41637852
1226147,36.41637852
1226149,36.41637852
1226150,36.41637852
1226160,36.41637852
1226166,36.41637852
1226167,36.41637852
1226169,36.41637852
1226172,36.41637852
1226175,39.80557109
1226180,39.80557109
1226181,39.80557109
1226186,39.80557109
1226187,39.80557109
1226188,39.80557109
1226195,39.80557109
1226196,39.80557109
1226197,39.80557109
1226206,39.80557109
1226207,39.80557109
1226213,39.80557109
1226217,39.80557109
1226218,39.80557109
1226228,39.80557109
1226233,39.80557109
1226234,39.80557109
1226241,39.80557109
1226242,39.80557109
1226250,39.80557109
1226251,39.80557109
1226252,39.80557109
1226260,39.80557109
1226261,39.80557109
1226264,39.80557109
1226273,39.80557109
1226274,39.80557109
1226281,39.80557109
1226285,39.80557109
1226286,36.29262973
1226288,36.29262973
1226289,36.29262973
1226292,36.29262973
1226293,36.29262973
1226294,36.29262973
1226299,36.29262973
1226300,36.29262973
1226301,36.29262973
1226304,36.29262973
1226305,36.29262973
1226307,36.29262973
1226313,36.29262973
1226314,36.29262973
1226321,36.29262973
1226322,36.29262973
1226323,36.29262973
1226332,36.29262973
1226333,36.29262973
1226335,36.29262973
1226337,36.29262973
1226342,36.29262973
1226343,36.29262973
1226345,36.29262973
1226346,36.29262973
1226347,36.29262973
1226348,36.29262973
1226358,36.29262973
1226359,36.29262973
1226360,36.29262973
1226368,36.29262973
1226369,36.29262973
1226376,36.29262973
1226377,36.29262973
1226378,36.29262973
1226387,36.29262973
1226388,36.29262973
1226395,36.29262973
1226396,36.29262973
1226400,36.29262973
1226404,41.2570117
1226407,30.17352003
1226418,37.20792192
1226419,37.20792192
1226425,30.17352003
1226458,36.57303098
1226504,40.64892205
1226507,21.52260011
1226517,12.69958449
1226520,36.41637852
1226522,36.41637852
1226527,36.41637852
1226532,36.41637852
1226535,36.41637852
1226539,36.41637852
1226543,36.41637852
1226545,36.41637852
1226548,36.41637852
1226555,36.41637852
1226558,-66.25050551
1226565,36.41637852
1226566,36.41637852
1226571,37.20792192
1226574,37.20792192
1226577,36.29262973
1226578,36.29262973
1226579,36.29262973
1226587,-66.80140948
1226588,-66.80140948
1226590,36.41637852
1226591,36.41637852
1226593,37.20792192
1226595,-66.80140948
1226600,36.13537661
1226607,36.13537661
1226612,36.13537661
1226613,10.78429787
1226614,36.41637852
1226615,36.41637852
1226616,36.41637852
1226625,36.57303098
1226635,35.21759296
1226637,35.21759296
1226640,35.21759296
1226645,36.41637852
1226646,36.41637852
1226652,36.41637852
1226653,36.41637852
1226659,36.41637852
1226665,36.41637852
1226667,36.41637852
1226669,36.41637852
1226671,39.80557109
1226672,39.80557109
1226673,39.80557109
1226677,35.21759296
1226678,35.21759296
1226679,35.21759296
1226680,35.21759296
1226681,35.21759296
1226684,36.41637852
1226686,36.41637852
1226687,36.41637852
1226688,36.41637852
1226689,36.41637852
1226690,36.41637852
1226694,36.41637852
1226695,36.41637852
1226698,36.41637852
1226708,35.21759296
1226713,35.21759296
1226714,35.21759296
1226715,35.21759296
1226716,35.21759296
1226717,35.21759296
1226739,36.41637852
1226740,36.41637852
1226742,39.80557109
1226744,39.80557109
1226746,39.80557109
1226747,39.80557109
1226751,-67.11487871
1226754,35.21759296
1226755,35.21759296
1226756,35.21759296
1226757,35.21759296
1226758,35.21759296
1226759,35.21759296
1226764,35.21759296
1226765,35.21759296
1226770,35.21759296
1226771,35.21759296
1226774,35.21759296
1226782,35.21759296
1226784,36.09828397
1226786,35.77607772
1226795,36.13537661
1226796,36.29262973
1226800,36.41637852
1226822,36.41637852
1226829,36.41637852
1226830,36.41637852
1226838,36.41637852
1226839,36.41637852
1226844,36.41637852
1226849,36.57303098
1226852,36.57303098
1226853,36.57303098
1226854,36.57303098
1226864,36.57303098
1226866,36.57303098
1226904,36.57303098
1226909,36.57303098
1226910,36.57303098
1226912,36.57303098
1226923,36.13537661
1226931,-63.74975763
1226935,-67.02168265
1226943,-67.02168265
1226944,-67.02168265
1226949,-67.02168265
1226950,-67.02168265
1226951,-67.02168265
1226967,-67.02168265
1227047,36.57303098
1227054,41.03534528
1227055,-53.97262662
1227057,36.13537661
1227098,-66.97450799
1227154,40.70261334
1227165,35.88213725
1227166,36.57303098
1227196,36.13537661
1227197,36.13537661
1227201,-75.37912601
1227202,80.83765295
1227231,-61.69924424
1227241,-57.26477373
1227258,4.714754517
1227266,4.714754517
1227267,4.714754517
1227268,4.714754517
1227269,80.83765295
1227280,36.29262973
1227281,36.29262973
1227287,40.70261334
1227289,-66.80140949
1227291,35.7066914
1227305,11.76828893
1227306,-51.80905018
1227310,36.57303098
1227312,36.13537661
1227313,36.57303098
1227315,36.57303098
1227318,36.57303098
1227319,36.57303098
1227320,36.57303098
1227327,36.57303098
1227332,36.09828397
1227336,12.69958449
1227337,12.69958449
1227338,36.13537661
1227340,36.13537661
1227427,40.64892205
1227431,40.70261334
1227434,40.64892205
1227448,40.64892205
1227449,40.64892205
1227454,40.64892205
1227455,36.13537661
1227459,-65.01876039
1227464,36.86989764
1227525,37.20792192
1227585,35.88213725
1227592,35.88213725
1227607,35.88213725
1227612,35.88213725
1227613,35.88213725
1227617,35.88213725
1227643,12.69958449
1227644,36.57303098
1227645,39.80557109
1227648,-67.31944039
1227657,-61.69924424
1227741,35.21759296
1227751,36.09828397
1227753,36.57303098
1227754,36.57303098
1227766,40.70261334
1227797,40.70261334
1227798,40.70261334
1227806,40.70261334
1227807,40.70261334
1227810,40.70261334
1227811,40.70261334
1227815,40.70261334
1227816,40.70261334
1227825,40.70261334
1227832,35.21759296
1227842,40.70261334
1227847,14.42077313
1227858,14.42077313
1227874,35.88213725
1227877,55.92280472
1227884,30.17352003
1228335,-67.67134362
1228362,36.57303098
1228363,40.70261334
1228364,30.17352003
1228368,31.75948009
1228373,40.64892205
1228375,36.09828397
1228377,36.57303098
1228378,36.57303098
1228379,36.57303098
1228380,36.41637852
1228385,36.13537661
1228386,36.57303098
1228389,35.21759296
1228392,40.23635831
1228394,37.92646233
1228401,35.53767779
1228403,35.53767779
1228404,35.53767779
1228408,35.53767779
1228410,35.53767779
1228412,35.53767779
1228414,35.53767779
1228421,35.53767779
1228426,35.53767779
1228429,35.53767779
1228432,35.53767779
1228434,35.53767779
1228438,35.53767779
1228439,35.53767779
1228441,35.53767779
1228445,35.53767779
1228462,38.51692631
1228463,38.51692631
1228464,38.51692631
1228467,-83.49437336
1228468,38.51692631
1228470,-83.49437336
1228474,-83.49437336
1228477,35.45547444
1228480,35.45547444
1228481,35.45547444
1228488,35.45547444
1228490,35.45547444
1228545,-73.5778125
1228581,-73.5778125
1228586,36.13537661
1228609,-65.44010896
1228610,-65.44010896
1228616,36.13537661
1228625,36.13537661
1228628,12.69958449
1228629,-63.43494882
1228634,-67.28166462
1228651,36.13537661
1228665,36.08507304
1228673,36.13537661
1228674,36.41637852
1228680,31.75948009
1228734,40.70261334
1228736,36.13537661
1228737,40.70261334
1228738,40.70261334
1228742,-75.37912601
1228815,40.70261334
1228875,-86.68221883
1228879,-86.68221883
1228897,-86.68221883
1228909,40.70261334
1228910,38.51692631
1228928,57.99461679
1228929,57.99461679
1228930,57.99461679
1228945,44.19307054
1228946,44.19307054
1228949,44.19307054
1228950,44.19307054
1228952,44.19307054
1228982,37.07307332
1228985,37.07307332
1228989,37.07307332
1228991,37.07307332
1228994,37.07307332
1228996,37.07307332
1228998,37.07307332
1229002,37.07307332
1229004,37.07307332
1229005,37.07307332
1229009,37.07307332
1229010,37.07307332
1229014,37.07307332
1229015,37.07307332
1229019,37.07307332
1229020,37.07307332
1229021,37.07307332
1229023,37.07307332
1229024,37.07307332
1229025,37.07307332
1229030,37.07307332
1229032,37.07307332
1229033,37.07307332
1229035,37.07307332
1229039,37.07307332
1229047,37.07307332
1229053,37.07307332
1229056,37.07307332
1229057,37.07307332
1229062,37.07307332
1229063,37.07307332
1229064,37.07307332
1229065,37.07307332
1229071,37.07307332
1229078,37.07307332
1229079,37.07307332
1229084,37.07307332
1229087,37.07307332
1229088,37.07307332
1229093,37.07307332
1229094,37.07307332
1229098,37.07307332
1229124,35.72739822
1229128,35.72739822
1229219,37.07307332
1229226,37.07307332
1229229,37.07307332
1229261,12.6525565
1229263,37.20792192
1229266,36.13537661
1229268,36.13537661
1229277,36.13537661
1229280,36.13537661
1229284,36.13537661
1229285,36.13537661
1229298,40.70261334
1229299,40.70261334
1229306,36.29262973
1229309,-67.28166462
1229314,35.88213725
1229319,12.6525565
1229320,12.6525565
1229323,35.21759296
1229324,39.80557109
1229326,40.23635831
1229327,39.80557109
1229328,39.80557109
1229369,36.41637852
1229544,36.57303098
1229577,40.70261334
1229700,37.20792192
1229704,37.20792192
1229705,37.20792192
1229707,37.20792192
1229708,37.20792192
1229722,37.20792192
1229729,39.80557109
1229736,39.80557109
1229744,39.80557109
1229747,39.80557109
1229753,39.80557109
1229754,39.80557109
1229755,39.80557109
1229757,39.80557109
1229758,39.80557109
1229759,39.80557109
1229763,39.80557109
1229765,39.80557109
1229767,39.80557109
1229768,39.80557109
1229769,39.80557109
1229775,39.80557109
1229779,39.80557109
1229780,39.80557109
1229786,39.80557109
1229789,39.80557109
1229790,39.80557109
1229793,39.80557109
1229797,36.57303098
1229803,36.57303098
1229807,36.57303098
1229809,36.57303098
1229811,36.57303098
1229815,36.57303098
1229818,36.57303098
1229819,36.57303098
1229820,36.57303098
1229821,36.57303098
1229822,36.57303098
1229827,36.57303098
1229828,36.57303098
1229829,36.57303098
1229830,36.29262973
1229836,36.29262973
1229837,36.29262973
1229838,36.29262973
1229841,36.29262973
