OBJECTID,St_label,StreetName,Labelside
6643,Avenue D,E 3rd St,L
6644,Avenue D,E 3rd St,L
6645,Avenue D,E 3rd St,L
6652,Lafayette Street,Mulberry St,R
6654,Lexington Avenue,E 98th St,
6658,SixthAvenue,W 24th St,L
6699,Fifth Avenue,W 37th St,L
6704,First Avenue,E 62nd St,L
6711,Lafayette Street,Mulberry St,R
6760,Madison Avenue,E 73rd St,L
6761,Ninth Avenue,W 40th St,R
6763,Ninth Avenue,W 38th St,R
6764,L,9th Ave,
6765,Seventh Avenue,W 58th St,L
6767,Seventh Avenue,W 58th St,R
6768,Seventh Avenue,W 58th St,L
6769,Seventh Avenue,W 58th St,L
6777,Hudson Street,Jane St,R
6778,Third Avenue,E 36th St,L
6779,Third Avenue,E 40th St,L
6780,Ninth Avenue,W 21st St,L
6781,Ninth Avenue,W 21st St,L
6784,Ninth Avenue,W 20th St,L
6786,Ninth Avenue,W 19th St,R
6792,Broadway,W 58th St,R
6794,Eighth Street,Astor Pl,
6818,Broadway,W 99th St,R
6819,Broadway,W 99th St,R
6820,Broadway,W 99th St,R
6821,Broadway,W 99th St,R
6824,Broadway,W 100th St,R
6825,Broadway,W 100th St,R
6826,Broadway,W 100th St,R
6827,Broadway,W 100th St,R
6828,Broadway,W 100th St,R
6836,Broadway,W 101st St,R
6837,Broadway,W 101st St,R
6846,Broadway,W 102nd St,R
6847,Broadway,W 102nd St,R
6852,Broadway,W 103rd St,R
6855,Broadway,W 104th St,R
6856,Broadway,W 104th St,R
6864,Broadway,W 105th St,R
6880,Broadway,W 107th St,R
6881,Broadway,W 107th St,R
6885,Broadway,W 108th St,R
6886,Broadway,W 108th St,R
6887,Broadway,W 108th St,R
6894,Broadway,W 109th St,R
6895,Broadway,W 109th St,R
6897,Broadway,W 96th St,L
6901,Broadway,W 97th St,L
6902,Broadway,W 97th St,L
6907,Broadway,W 98th St,
6908,Broadway,W 98th St,L
6909,Broadway,W 98th St,L
6914,Broadway,W 99th St,L
6915,Broadway,W 99th St,L
6916,Broadway,W 99th St,L
6920,Broadway,W 100th St,L
6921,Broadway,W 100th St,L
6927,Broadway,W 101st St,L
6928,Broadway,W 101st St,L
6939,Broadway,W 102nd St,L
6943,Broadway,W 103rd St,L
6944,Broadway,W 103rd St,L
6950,Broadway,W 104th St,L
6951,Broadway,W 104th St,L
6952,Broadway,W 104th St,
6953,Broadway,W 104th St,L
6958,Broadway,W 105th St,L
6959,Broadway,W 105th St,L
6960,Broadway,W 105th St,L
6965,Broadway,W 106th St,L
6966,Broadway,West End Ave,L
6967,Broadway,West End Ave,L
6968,Broadway,West End Ave,L
6969,Broadway,West End Ave,L
6970,Broadway,West End Ave,L
6971,Broadway,W 108th St,L
6972,Broadway,W 108th St,L
6980,Broadway,W 109th St,L
6984,Broadway,W 102nd St,L
6985,Broadway,W 102nd St,L
6986,Broadway,W 107th St,L
6992,Broadway,W 111th St,R
7000,Broadway,W 112th St,R
7001,Broadway,W 112th St,R
7006,Broadway,W 113th St,R
7010,Broadway,W 114th St,R
7019,Broadway,W 111th St,L
7034,Broadway,W 113th St,L
7049,Broadway,W 115th St,L
7050,Broadway,W 115th St,L
7052,Broadway,W 112th St,R
7055,Broadway,W 97th St,L
7065,Broadway,W 91st St,L
7066,Broadway,W 109th St,L
7070,Columbus Avenue,W 93rd St,L
7075,Columbus Avenue,W 94th St,L
7076,Columbus Avenue,W 94th St,L
7079,Columbus Avenue,W 94th St,L
7083,Columbus Avenue,W 93rd St,R
7085,Columbus Avenue,W 93rd St,R
7089,Columbus Avenue,W 94th St,R
7090,Columbus Avenue,W 95th St,R
7094,Columbus Avenue,,R
7096,Columbus Avenue,,R
7097,Columbus Avenue,W 104th St,R
7098,Columbus Avenue,W 104th St,R
7105,Columbus Avenue,W 105th St,R
7106,Columbus Avenue,W 105th St,R
7107,Columbus Avenue,W 105th St,R
7115,Columbus Avenue,W 106th St,R
7116,Columbus Avenue,W 106th St,R
7127,Columbus Avenue,W 107th St,R
7128,Columbus Avenue,W 107th St,R
7129,Columbus Avenue,W 107th St,R
7130,Columbus Avenue,W 107th St,R
7137,Columbus Avenue,W 108th St,R
7138,Columbus Avenue,W 108th St,R
7139,Columbus Avenue,W 108th St,R
7140,Columbus Avenue,W 108th St,R
7141,Columbus Avenue,W 108th St,R
7146,Columbus Avenue,W 109th St,R
7147,Columbus Avenue,W 109th St,R
7148,Columbus Avenue,W 109th St,R
7153,Columbus Avenue,W 110th St,R
7157,Columbus Avenue,W 104th St,L
7158,Columbus Avenue,W 104th St,L
7164,Columbus Avenue,W 105th St,L
7165,Columbus Avenue,W 105th St,L
7166,Columbus Avenue,W 105th St,L
7175,Columbus Avenue,W 106th St,L
7186,Columbus Avenue,W 107th St,L
7188,Columbus Avenue,W 108th St,L
7196,Columbus Avenue,W 109th St,L
7198,Columbus Avenue,W 96th St,R
7201,Columbus Avenue,W 96th St,
7203,Columbus Avenue,W 97th St,R
7204,Columbus Avenue,W 97th St,L
7205,Columbus Avenue,W 96th St,L
7217,Columbus Avenue,W 96th St,L
7220,Columbus Avenue,W 95th St,L
7221,Amsterdam Avenue,W 91st St,
7306,125th Street,3/14/2016,L
7307,125th Street,W 124th St,
7359,125th Street,3/14/2016,R
7418,86th Street,Lexington Ave,L
7504,96th Street,5th Ave,R
7509,First Avenue,E 81st St,R
7518,First Avenue,E 82nd St,R
7524,First Avenue,E 83rd St,R
7529,First Avenue,E 84th St,R
7530,First Avenue,E 84th St,R
7535,First Avenue,E 85th St,R
7544,First Avenue,E 87th St,R
7545,First Avenue,E 87th St,R
7547,First Avenue,E 82nd St,L
7548,First Avenue,E 82nd St,
7554,First Avenue,E 83rd St,L
7555,First Avenue,E 83rd St,L
7557,First Avenue,E 84th St,L
7558,First Avenue,E 84th St,
7559,First Avenue,E 84th St,L
7563,First Avenue,E 85th St,L
7564,First Avenue,E 85th St,L
7568,First Avenue,E 87th St,L
7569,First Avenue,E 87th St,L
7571,First Avenue,E 84th St,R
7578,Lexington Avenue,E 81st St,R
7579,Lexington Avenue,Optical,R
7586,Lexington Avenue,E 82nd St,R
7587,Lexington Avenue,E 82nd St,R
7594,Lexington Avenue,E 83rd St,R
7597,Lexington Avenue,E 84th St,R
7599,Lexington Avenue,E 85th St,R
7604,Lexington Avenue,E 81st St,L
7605,Lexington Avenue,E 81st St,L
7613,Lexington Avenue,E 82nd St,L
7614,Lexington Avenue,E 82nd St,L
7625,Lexington Avenue,E 83rd St,L
7626,Lexington Avenue,E 83rd St,L
7627,Lexington Avenue,E 83rd St,L
7628,Lexington Avenue,E 83rd St,L
7640,Lexington Avenue,E 84th St,L
7641,Lexington Avenue,E 84th St,L
7642,Lexington Avenue,E 84th St,L
7643,Lexington Avenue,E 84th St,L
7651,Lexington Avenue,E 85th St,L
7667,Madison Avenue,E 81st St,R
7668,Madison Avenue,E 81st St,R
7670,Madison Avenue,E 82nd St,R
7671,Madison Avenue,E 83rd St,R
7676,Madison Avenue,E 84th St,R
7677,Madison Avenue,E 84th St,R
7680,Madison Avenue,E 83rd St,L
7684,Madison Avenue,E 85th St,R
7685,Madison Avenue,E 85th St,R
7692,Madison Avenue,E 86th St,R
7694,Madison Avenue,E 80th St,L
7698,Madison Avenue,E 81st St,L
7699,Madison Avenue,E 81st St,L
7701,Madison Avenue,E 82nd St,L
7708,Madison Avenue,E 83rd St,L
7709,Madison Avenue,E 83rd St,L
7715,Madison Avenue,E 84th St,L
7716,Madison Avenue,E 84th St,L
7718,Madison Avenue,E 85th St,L
7719,Madison Avenue,E 85th St,L
7723,Madison Avenue,E 86th St,L
7727,Madison Avenue,E 87th St,L
7728,Madison Avenue,E 87th St,L
7733,Second Avenue,E 80th St,R
7741,Second Avenue,E 81st St,R
7742,Second Avenue,E 81st St,R
7750,Second Avenue,E 82nd St,R
7758,Second Avenue,E 83rd St,R
7762,Second Avenue,E 84th St,R
7763,Second Avenue,E 84th St,R
7768,Second Avenue,E 85th St,R
7769,Second Avenue,E 85th St,R
7777,Second Avenue,E 94th St,R
7778,Second Avenue,E 80th St,
7779,Second Avenue,E 80th St,L
7780,Second Avenue,E 80th St,L
7787,Second Avenue,E 81st St,L
7788,Second Avenue,E 81st St,L
7789,Second Avenue,E 81st St,L
7795,Second Avenue,E 82nd St,L
7802,Second Avenue,E 83rd St,L
7803,Second Avenue,E 83rd St,L
7804,Second Avenue,E 83rd St,L
7805,Second Avenue,E 83rd St,L
7806,Second Avenue,E 83rd St,L
7815,Second Avenue,E 84th St,L
7816,Second Avenue,E 84th St,L
7817,Second Avenue,E 84th St,L
7818,Second Avenue,E 84th St,L
7824,Second Avenue,E 85th St,
7825,Second Avenue,E 85th St,L
7833,Second Avenue,E 86th St,L
7838,Third Avenue,E 81st St,R
7839,Third Avenue,E 81st St,R
7842,Third Avenue,E 80th St,L
7843,Third Avenue,E 80th St,L
7848,Third Avenue,E 81st St,L
7849,Third Avenue,E 81st St,L
7850,Third Avenue,E 81st St,L
7851,Third Avenue,E 81st St,L
7855,Third Avenue,E 82nd St,L
7856,Third Avenue,E 82nd St,L
7857,Third Avenue,E 82nd St,R
7859,Third Avenue,E 82nd St,R
7863,Third Avenue,E 83rd St,R
7864,Third Avenue,E 83rd St,R
7865,Third Avenue,E 83rd St,R
7866,Third Avenue,E 83rd St,R
7867,Third Avenue,E 83rd St,R
7868,Third Avenue,E 83rd St,
7873,Third Avenue,E 84th St,R
7874,Third Avenue,E 84th St,R
7875,Third Avenue,E 84th St,
7880,Third Avenue,E 85th St,R
7881,Third Avenue,E 85th St,R
7882,Third Avenue,E 85th St,R
7887,Third Avenue,E 86th St,
7888,Third Avenue,E 86th St,
7891,Third Avenue,E 87th St,R
7892,Third Avenue,E 82nd St,L
7896,Third Avenue,E 83rd St,L
7897,Third Avenue,E 83rd St,L
7898,Third Avenue,E 83rd St,
7906,Third Avenue,E 84th St,L
7907,Third Avenue,E 84th St,L
7911,Third Avenue,E 85th St,L
7912,Third Avenue,E 85th St,L
7918,Third Avenue,E 84th St,L
7920,Third Avenue,E 82nd St,R
7922,York Avenue,E 84th St,R
7923,York Avenue,E 84th St,R
7931,York Avenue,E 83rd St,R
7932,York Avenue,E 83rd St,R
7933,York Avenue,E 80th St,R
7934,York Avenue,E 84th St,L
7935,York Avenue,E 84th St,L
7941,York Avenue,E 83rd St,L
7942,York Avenue,E 83rd St,L
7945,York Avenue,E 82nd St,L
7946,York Avenue,E 81st St,L
7947,York Avenue,E 81st St,L
7952,York Avenue,E 80th St,L
7962,Second Avenue,E 97th St,L
7963,Second Avenue,E 97th St,
7965,Second Avenue,E 100th St,R
7966,Second Avenue,E 100th St,R
7967,Second Avenue,E 101st St,R
7968,Second Avenue,E 101st St,R
8014,First Avenue,E 101st St,L
8017,First Avenue,E 103rd St,L
8020,First Avenue,E 104th St,L
8021,First Avenue,E 104th St,L
8025,First Avenue,E 105th St,L
8026,First Avenue,E 105th St,L
8027,First Avenue,E 105th St,L
8028,First Avenue,E 105th St,L
8033,First Avenue,E 108th St,L
8040,First Avenue,E 109th St,L
8041,First Avenue,E 109th St,L
8047,First Avenue,E 110th St,L
8048,First Avenue,E 100th St,L
8049,First Avenue,E 102nd St,L
8052,Second Avenue,E 99th St,R
8055,Second Avenue,E 102nd St,R
8056,Second Avenue,E 102nd St,R
8057,Second Avenue,E 102nd St,R
8059,Second Avenue,E 103rd St,R
8060,Third Avenue,E 96th St,L
8062,Third Avenue,E 97th St,
8063,Third Avenue,E 97th St,L
8066,Third Avenue,E 98th St,L
8067,Third Avenue,E 99th St,L
8068,Third Avenue,E 99th St,L
8069,Third Avenue,E 99th St,L
8070,Third Avenue,E 99th St,L
8077,Third Avenue,E 100th St,L
8078,Third Avenue,E 100th St,L
8079,Third Avenue,E 100th St,L
8080,Third Avenue,E 100th St,L
8082,Third Avenue,E 101st St,L
8085,Third Avenue,E 101st St,L
8088,Third Avenue,E 102nd St,L
8089,Third Avenue,E 102nd St,L
8090,Third Avenue,E 102nd St,L
8098,Third Avenue,E 102nd St,R
8099,Third Avenue,E 102nd St,R
8100,Third Avenue,E 103rd St,L
8108,Seventh Avenue,W 48th St,R
8113,Seventh Avenue,W 48th St,L
8114,Seventh Avenue,W 47th St,L
8118,Seventh Avenue,W 41st St,L
8119,Seventh Avenue,W 47th St,L
8122,42nd Street,7th Ave,R
8167,Eighth Avenue,W 42nd St,R
8273,Broadway,W 41st St,R
8274,Broadway,W 41st St,
8277,Broadway,W 42nd St,R
8280,Broadway,W 43rd St,R
8281,Seventh Avenue,W 43rd St,R
8282,Seventh Avenue,Broadway,R
8283,Seventh Avenue,Broadway,R
8284,Seventh Avenue,Broadway,R
8285,Seventh Avenue,Broadway,R
8286,Seventh Avenue,Broadway,R
8291,Seventh Avenue,W 46th St,R
8298,Broadway,W 47th St,R
8305,Broadway,W 48th St,R
8308,Seventh Avenue,W 43rd St,L
8309,Seventh Avenue,Broadway,L
8310,Seventh Avenue,Broadway,L
8311,Seventh Avenue,Broadway,L
8312,Seventh Avenue,W 44th St,L
8313,Seventh Avenue,W 44th St,L
8314,Seventh Avenue,Broadway,L
8315,Seventh Avenue,W 45th St,L
8317,Seventh Avenue,Broadway,L
8318,Seventh Avenue,W 46th St,L
8319,Seventh Avenue,Broadway,L
8320,Seventh Avenue,Broadway,L
8321,Broadway,W 46th St,L
8326,Broadway,W 47th St,L
8327,Broadway,W 47th St,L
8334,Broadway,W 47th St,
8335,Seventh Avenue,W 41st St,R
8337,Eighth Avenue,W 47th St,R
8342,Eighth Avenue,W 46th St,R
8343,Eighth Avenue,W 46th St,R
8344,Eighth Avenue,W 46th St,
8346,Eighth Avenue,W 46th St,R
8351,Eighth Avenue,W 45th St,R
8352,Eighth Avenue,W 45th St,R
8353,Eighth Avenue,W 45th St,R
8355,Eighth Avenue,W 44th St,R
8356,Eighth Avenue,W 44th St,R
8360,Eighth Avenue,W 43rd St,R
8361,Eighth Avenue,W 43rd St,R
8362,Eighth Avenue,W 43rd St,R
8363,Eighth Avenue,W 42nd St,R
8364,Eighth Avenue,W 48th St,L
8365,Eighth Avenue,W 48th St,L
8370,Eighth Avenue,W 47th St,L
8371,Eighth Avenue,W 47th St,L
8372,Eighth Avenue,W 47th St,L
8380,Eighth Avenue,W 46th St,
8381,Eighth Avenue,W 46th St,
8382,Eighth Avenue,W 46th St,L
8388,Eighth Avenue,W 45th St,L
8389,Eighth Avenue,W 45th St,L
8395,Eighth Avenue,W 44th St,
8396,Eighth Avenue,W 44th St,L
8403,Eighth Avenue,W 43rd St,L
8404,Eighth Avenue,W 43rd St,L
8405,Eighth Avenue,W 43rd St,L
8411,Eighth Avenue,W 40th St,L
8415,Eighth Avenue,W 47th St,R
8419,Fifth Avenue,W 46th St,L
8421,Fifth Avenue,W 47th St,L
8422,Fifth Avenue,W 47th St,L
8423,Fifth Avenue,W 47th St,
8426,Fifth Avenue,W 48th St,L
8433,Fifth Avenue,W 43rd St,
8437,Fifth Avenue,W 44th St,L
8438,Fifth Avenue,W 44th St,L
8440,Fifth Avenue,W 45th St,L
8441,Fifth Avenue,W 45th St,L
8445,Fifth Avenue,W 46th St,L
8450,Fifth Avenue,W 44th St,
8452,Ninth Avenue,PORT AUTHORITY Bus Terminal,R
8459,Ninth Avenue,W 42nd St,R
8460,Ninth Avenue,W 42nd St,R
8465,Ninth Avenue,W 43rd St,R
8466,Ninth Avenue,W 43rd St,R
8467,Ninth Avenue,W 43rd St,R
8468,Ninth Avenue,W 43rd St,R
8469,Ninth Avenue,W 43rd St,R
8473,Ninth Avenue,W 44th St,R
8474,Ninth Avenue,W 44th St,R
8475,Ninth Avenue,W 44th St,R
8479,Ninth Avenue,W 45th St,R
8480,Ninth Avenue,W 44th St,R
8481,Ninth Avenue,W 45th St,R
8482,Ninth Avenue,W 45th St,R
8491,Ninth Avenue,W 46th St,
8492,Ninth Avenue,W 46th St,R
8493,Ninth Avenue,W 46th St,R
8494,Ninth Avenue,W 46th St,R
8501,Ninth Avenue,W 47th St,R
8502,Ninth Avenue,W 47th St,R
8503,Ninth Avenue,W 47th St,R
8507,Ninth Avenue,W 48th St,R
8508,Ninth Avenue,W 41st St,L
8511,Ninth Avenue,W 42nd St,L
8512,Ninth Avenue,W 42nd St,
8513,Ninth Avenue,W 42nd St,L
8516,Ninth Avenue,W 43rd St,L
8517,Ninth Avenue,W 43rd St,L
8518,Ninth Avenue,W 43rd St,L
8527,Ninth Avenue,W 44th St,L
8528,Ninth Avenue,W 44th St,L
8529,Ninth Avenue,W 44th St,L
8535,Ninth Avenue,W 45th St,L
8536,Ninth Avenue,W 45th St,L
8543,Ninth Avenue,W 46th St,L
8544,Ninth Avenue,W 46th St,L
8545,Ninth Avenue,W 46th St,L
8552,Ninth Avenue,W 47th St,L
8553,Ninth Avenue,W 47th St,L
8554,Ninth Avenue,W 47th St,L
8562,Ninth Avenue,W 48th St,L
8563,Ninth Avenue,W 48th St,L
8564,Seventh Avenue,W 47th St,R
8565,Seventh Avenue,W 47th St,R
8572,SixthAvenue,W 42nd St,R
8574,SixthAvenue,W 44th St,R
8576,SixthAvenue,W 45th St,R
8577,SixthAvenue,W 45th St,R
8579,SixthAvenue,W 46th St,R
8580,SixthAvenue,W 46th St,R
8585,SixthAvenue,W 47th St,R
8592,SixthAvenue,W 43rd St,
8593,SixthAvenue,W 43rd St,
8597,SixthAvenue,W 45th St,L
8600,SixthAvenue,W 46th St,L
8601,SixthAvenue,W 47th St,L
8602,SixthAvenue,W 47th St,L
8603,SixthAvenue,W 48th St,L
8604,SixthAvenue,W 44th St,R
8605,SixthAvenue,W 43rd St,R
8608,SixthAvenue,W 42nd St,L
8609,SixthAvenue,W 41st St,L
8623,Broadway,John St,R
8629,Broadway,Fulton St,L
8630,Broadway,Dey St,L
8632,Broadway,Fulton St,
8634,Broadway,Ann St,R
8686,John Street,Nassau St,L
8732,Maiden Lane,Liberty Pl,L
8778,Nassau Street,Ann St,L
8798,Nassau Street,Ann St,R
8813,Nassau Street,Fulton St,R
8821,Broadway,Ann St,R
8822,West Broadway,Greenwich St,L
8830,Seventh Avenue,W 42nd St,L
8834,Seventh Avenue,W 25th St,L
8868,42nd Street,Park Ave,L
8894,125th Street,Frederick Douglass Blvd,L
8901,Amsterdam Avenue,W 90th St,R
8903,Avenue A,E 13th St,R
8906,Avenue B,E 2nd St,L
8908,Avenue B,E 11th St,L
8910,Avenue C,E 11th St,L
8911,Bleeker Street,Leroy St,L
8912,Bleeker Street,Leroy St,
8923,Seventh Avenue,W 42nd St,L
8924,Seventh Avenue,W 43rd St,L
8926,Seventh Avenue,W 43rd St,L
8927,Broadway,W 90th St,R
8933,Broadway,W 56th St,R
8934,Broadway,W 55th St,L
8935,Broadway,W 56th St,L
8938,Broadway,Chambers St,L
8942,Church Street,Franklin St,R
8943,Church Street,Murray St,L
8954,Eighth Avenue,W 22nd St,L
8955,Eighth Avenue,W 51st St,L
8956,Eighth Avenue,W 14th St,
8957,Fifth Avenue,W 22nd St,L
8958,Fifth Avenue,W 13th St,L
8961,First Avenue,E 82nd St,L
8962,First Avenue,E 60th St,R
8963,First Avenue,E 61st St,R
8975,Greene Street,Prince St,
8978,Greenwich Street,Beach St,R
8980,Greenwich Street,N Moore St,R
8982,Greenwich Street,Jay St,R
8987,Hudson Street,Charles St,R
8993,Hudson Street,Duane St,L
9001,John Street,Gold St,L
9004,Lexington Avenue,E 33rd St,R
9007,Lexington Avenue,E 58th St,R
9010,Lexington Avenue,E 59th St,R
9012,Madison Avenue,E 69th St,L
9014,Madison Avenue,E 70th St,L
9029,Park Avenue,E 35th St,R
9039,Second Avenue,E 77th St,R
9042,Second Avenue,E 39th St,R
9046,Seventh Avenue,Morton St,R
9052,SixthAvenue,Central Park S,L
9053,SixthAvenue,Central Park S,L
9054,SixthAvenue,W 22nd St,R
9057,SixthAvenue,W 23rd St,R
9059,SixthAvenue,W 25th St,R
9061,SixthAvenue,W 27th St,R
9063,SixthAvenue,W 13th St,R
9066,SixthAvenue,Central Park S,R
9069,SixthAvenue,W 27th St,L
9074,Third Avenue,E 53rd St,L
9079,Third Avenue,E 77th St,L
9081,Third Avenue,E 78th St,L
9083,Third Avenue,E 58th St,L
9086,West Broadway,Warren St,R
9101,Bowery,E Houston St,R
9102,Canal Street,Greene St,R
9103,Broadway,W 65th St,
9104,Broadway,Columbus Ave,
9105,Broadway,W 66th St,R
9106,Columbus Avenue,W 94th St,R
9109,Columbus Avenue,W 95th St,R
9116,Fifth Avenue,W 29th St,L
9122,Second Avenue,E Houston St,L
9123,Second Avenue,,R
9124,Avenue C,E Houston St,R
9126,Hudson Street,Worth St,R
9127,Ninth Avenue,PORT AUTHORITY Bus Terminal,L
9129,Park Avenue,E 28th St,L
9133,Seventh Avenue,W 31st St,L
9135,Park Avenue,E 15th St,R
9136,Park Avenue,Union Sq E,R
9137,Park Avenue,Union Sq E,R
9138,Park Avenue,E 16th St,R
9139,Vanderbilt Avenue,Park Ave,R
9140,Vanderbilt Avenue,Park Ave,
9141,Vanderbilt Avenue,Park Ave,R
9142,Vanderbilt Avenue,Park Ave,R
9143,Vanderbilt Avenue,Park Ave,R
9147,West Broadway,Warren St,L
9149,Broome Street,Wooster St,L
9152,Seventh Avenue,W 32nd St,R
9154,Seventh Avenue,W 32nd St,R
9159,Seventh Avenue,W 33rd St,R
9164,34th Street,7th Ave,R
9166,Seventh Avenue,W 35th St,R
9168,Seventh Avenue,W 34th St,L
9171,Seventh Avenue,W 35th St,
9172,Seventh Avenue,W 35th St,L
9173,Seventh Avenue,W 35th St,L
9177,Seventh Avenue,W 25th St,R
9178,Seventh Avenue,W 25th St,R
9179,Seventh Avenue,W 25th St,R
9181,Seventh Avenue,W 26th St,
9182,Seventh Avenue,W 28th St,R
9183,Seventh Avenue,W 28th St,R
9186,Seventh Avenue,W 30th St,R
9192,Seventh Avenue,W 31st St,R
9193,Seventh Avenue,W 28th St,L
9196,Seventh Avenue,W 29th St,L
9197,Seventh Avenue,W 29th St,L
9198,Seventh Avenue,W 29th St,
9203,Seventh Avenue,W 30th St,L
9204,Seventh Avenue,W 30th St,L
9205,Seventh Avenue,W 30th St,L
9211,Seventh Avenue,W 33rd St,R
9212,Seventh Avenue,W 34th St,
9300,34th Street,6/19/2014,R
9333,Broadway,W 26th St,L
9334,Broadway,W 26th St,L
9336,Broadway,W 26th St,
9344,Broadway,W 27th St,L
9345,Broadway,W 27th St,
9346,Broadway,W 27th St,L
9347,Broadway,W 27th St,L
9358,Broadway,W 28th St,
9359,Broadway,W 28th St,L
9360,Broadway,W 28th St,
9361,Broadway,W 28th St,
9371,Broadway,W 29th St,
9379,Broadway,W 30th St,
9380,Broadway,W 30th St,L
9386,Broadway,W 31st St,L
9396,SixthAvenue,W 33rd St,L
9398,SixthAvenue,Broadway,
9399,Broadway,W 34th St,L
9400,Broadway,W 26th St,R
9406,Broadway,W 27th St,R
9407,Broadway,W 27th St,R
9408,Broadway,W 27th St,R
9413,Broadway,W 27th St,R
9417,Broadway,W 28th St,R
9418,Broadway,W 28th St,
9426,Broadway,W 29th St,
9427,Broadway,W 29th St,R
9428,Broadway,W 29th St,R
9438,Broadway,W 30th St,R
9439,Broadway,W 30th St,R
9440,Broadway,W 30th St,R
9441,Broadway,W 30th St,R
9450,Broadway,W 31st St,R
9451,Broadway,W 31st St,R
9456,Broadway,W 33rd St,R
9457,SixthAvenue,W 33rd St,R
9458,SixthAvenue,Broadway,R
9459,SixthAvenue,W 34th St,R
9464,SixthAvenue,Broadway,R
9465,Broadway,W 27th St,L
9469,SixthAvenue,W 33rd St,
9470,Eighth Avenue,W 24th St,R
9476,Eighth Avenue,W 25th St,R
9477,Eighth Avenue,W 25th St,R
9483,Eighth Avenue,W 26th St,R
9484,Eighth Avenue,W 26th St,R
9490,Eighth Avenue,W 27th St,R
9491,Eighth Avenue,W 27th St,R
9496,Eighth Avenue,W 29th St,R
9497,Eighth Avenue,W 29th St,R
9498,Eighth Avenue,W 29th St,R
9499,Eighth Avenue,W 29th St,R
9501,Eighth Avenue,W 30th St,R
9502,Eighth Avenue,W 30th St,R
9503,Eighth Avenue,W 30th St,R
9507,Eighth Avenue,W 31st St,R
9508,Eighth Avenue,W 31st St,R
9510,Eighth Avenue,W 26th St,L
9518,Eighth Avenue,W 29th St,L
9519,Eighth Avenue,W 29th St,
9525,Eighth Avenue,W 30th St,L
9526,Eighth Avenue,W 30th St,L
9527,Eighth Avenue,W 30th St,L
9534,Eighth Avenue,W 31st St,L
9536,Eighth Avenue,W 33rd St,L
9539,Eighth Avenue,W 34th St,L
9542,Eighth Avenue,W 35th St,L
9546,Eighth Avenue,W 34th St,L
9547,Eighth Avenue,W 35th St,R
9548,Eighth Avenue,W 35th St,R
9553,Eighth Avenue,W 34th St,
9555,Fifth Avenue,W 26th St,L
9560,Fifth Avenue,W 27th St,L
9561,Fifth Avenue,W 27th St,L
9566,Fifth Avenue,W 28th St,L
9567,Fifth Avenue,W 28th St,L
9572,Fifth Avenue,W 29th St,L
9575,Fifth Avenue,W 30th St,L
9581,Fifth Avenue,W 31st St,L
9582,Fifth Avenue,W 31st St,L
9583,Fifth Avenue,W 31st St,L
9590,Fifth Avenue,W 32nd St,L
9591,Fifth Avenue,W 32nd St,L
9595,Fifth Avenue,W 33rd St,L
9596,Fifth Avenue,W 33rd St,L
9598,Fifth Avenue,W 34th St,L
9599,Fifth Avenue,W 34th St,L
9602,Fifth Avenue,W 35th St,L
9604,Fifth Avenue,W 32nd St,L
9605,Seventh Avenue,W 31st St,R
9609,Seventh Avenue,W 33rd St,L
9612,Seventh Avenue,W 26th St,R
9613,Seventh Avenue,W 26th St,R
9616,Seventh Avenue,W 27th St,R
9617,Seventh Avenue,W 27th St,R
9618,Seventh Avenue,W 27th St,R
9624,Seventh Avenue,W 29th St,R
9625,Seventh Avenue,W 29th St,R
9632,Seventh Avenue,W 30th St,R
9640,Seventh Avenue,W 31st St,L
9641,Seventh Avenue,W 26th St,L
9644,SixthAvenue,W 26th St,R
9647,SixthAvenue,W 28th St,R
9648,SixthAvenue,W 28th St,R
9655,SixthAvenue,W 29th St,R
9656,SixthAvenue,W 29th St,R
9657,SixthAvenue,W 29th St,R
9658,SixthAvenue,W 29th St,R
9663,SixthAvenue,W 30th St,R
9664,SixthAvenue,W 30th St,R
9665,SixthAvenue,W 30th St,R
9666,SixthAvenue,W 30th St,R
9671,SixthAvenue,W 31st St,R
9672,SixthAvenue,W 31st St,R
9673,SixthAvenue,W 31st St,R
9674,SixthAvenue,W 31st St,R
9680,SixthAvenue,W 32nd St,R
9681,SixthAvenue,W 32nd St,R
9682,SixthAvenue,W 34th St,R
9683,SixthAvenue,W 35th St,R
9684,SixthAvenue,W 26th St,L
9686,SixthAvenue,W 27th St,
9687,SixthAvenue,W 27th St,L
9688,SixthAvenue,W 27th St,L
9694,SixthAvenue,W 28th St,L
9695,SixthAvenue,W 28th St,L
9696,SixthAvenue,W 28th St,
9701,SixthAvenue,W 29th St,L
9702,SixthAvenue,W 29th St,L
9703,SixthAvenue,W 29th St,L
9704,SixthAvenue,W 29th St,L
9705,SixthAvenue,W 29th St,L
9712,SixthAvenue,W 30th St,
9713,SixthAvenue,W 30th St,L
9714,SixthAvenue,W 30th St,
9715,SixthAvenue,W 30th St,
9716,SixthAvenue,W 30th St,
9720,SixthAvenue,W 31st St,
9721,SixthAvenue,W 31st St,L
9722,SixthAvenue,W 31st St,L
9727,SixthAvenue,W 32nd St,L
9728,SixthAvenue,W 32nd St,
9729,SixthAvenue,W 33rd St,
9733,SixthAvenue,Broadway,
9734,SixthAvenue,W 27th St,R
9735,SixthAvenue,W 28th St,R
9745,Bowery,Hester St,R
9746,Bowery,Hester St,R
