OBJECTID,label,StreetNa_1,county,labelDirec,Angle
1222399,Eighth Avenue,W 29th St,New York County,,-65.82089285
1222401,Eighth Avenue,W 30th St,New York County,,-67.06789956
1222402,Seventh Avenue,W 27th St,New York County,,-67.29362916
1222435,Third Avenue,E 17th St,New York County,,-66.89819281
1222436,Third Avenue,E 17th St,New York County,,-67.27850185
1222439,Third Avenue,E 19th St,New York County,,-67.27850185
1222464,Ninth Avenue,W 25th St,New York County,,-67.31944039
1222476,Third Avenue,E 20th St,New York County,,-67.77037891
1222477,Third Avenue,E 22nd St,New York County,,-66.95322625
1222478,Third Avenue,E 25th St,New York County,,-67.27026792
1222479,Third Avenue,E 25th St,New York County,,-66.97450799
1222489,Tenth Avenue,W 22nd St,New York County,,-67.09423034
1222493,Tenth Avenue,,New York County,,24.22774532
1222529,Broadway,Howard St,New York County,,-60.88385373
1222538,First Avenue,E 15th St,New York County,,-67.06789956
1222542,First Avenue,E 18th St,New York County,,-66.74258427
1222543,Tenth Avenue,W 25th St,New York County,,-67.9887168
1222544,Tenth Avenue,W 24th St,New York County,,-67.16634582
1222545,Tenth Avenue,W 27th St,New York County,,-68.74949449
1222548,Ninth Avenue,W 24th St,New York County,,-67.16634582
1222553,Lexington Avenue,E 25th St,New York County,,-66.97450799
1222557,Lexington Avenue,E 28th St,New York County,,-67.38013505
1222575,Greenwich Street,Christopher St,New York County,,78.00916502
1222576,Hudson Street,Morton St,New York County,,88.93415497
1222582,Lexington Avenue,E 32nd St,New York County,,-67.38013505
1222589,Madison Avenue,E 28th St,New York County,,-67.27850185
1222590,Madison Avenue,E 27th St,New York County,,-67.27850185
1222591,Madison Avenue,E 33rd St,New York County,,-67.40540888
1222596,Second Avenue,E 35th St,New York County,,-67.40983737
1222597,Third Avenue,E 27th St,New York County,,-67.23499089
1222599,Third Avenue,E 31st St,New York County,,-67.14337698
1222605,Third Avenue,E 26th St,New York County,,-67.456939
1222606,Third Avenue,E 32nd St,New York County,,-67.27850185
1222607,Third Avenue,E 33rd St,New York County,,-67.10273688
1222609,Third Avenue,E 36th St,New York County,,-68.19859051
1222613,Second Avenue,E 41st St,New York County,,-66.60745024
1222614,Second Avenue,E 42nd St,New York County,,-67.456939
1222615,Madison,E 46th St,New York County,,-68.02549201
1222619,Broadway,W 49th St,New York County,,-66.71393508
1222620,Eighth Avenue,W 55th St,New York County,,-67.11318755
1222622,Ninth Avenue,W 53rd St,New York County,,-67.30929461
1222683,Second Avenue,E 62nd St,New York County,,-67.08489371
1222722,Broadway,W 61st St,New York County,,-67.4794344
1222724,Ninth Avenue,W 25th St,New York County,,-67.31944039
1222729,Washington Street,Leroy St,New York County,,-84.74619725
1222733,Greenwich Street,Leroy St,New York County,,-84.72610404
1222734,Greenwich Street,Leroy St,New York County,,-84.74619725
1222744,Ninth Avenue,W 39th St,New York County,,-67.09423034
1222747,First Avenue,E 22nd St,New York County,,-67.10013347
1222749,First Avenue,E 20th St,New York County,,-66.59219265
1222770,Eighth Avenue,W 48th St,New York County,,-65.37643521
1222773,Ninth Avenue,W 47th St,New York County,,-67.13957627
1222774,Seventh Avenue,W 25th St,New York County,,-68.49856568
1222778,Seventh Avenue,W 25th St,New York County,,-67.09423034
1222902,Fourth Avenue,87th St,Kings County,L,-75.30926379
1222903,Fourth Avenue,87th St,Kings County,L,-75.30926379
1222904,Fourth Avenue,87th St,Kings County,L,-75.30926379
1222916,Fourth Avenue,85th St,Kings County,L,-74.27907221
1222917,Fourth Avenue,85th St,Kings County,L,-74.27907221
1222918,Fourth Avenue,85th St,Kings County,L,-74.27907221
1222919,Fourth Avenue,87th St,Kings County,R,-57.9404364
1222920,Fourth Avenue,87th St,Kings County,R,-57.9404364
1222921,Fourth Avenue,87th St,Kings County,R,-57.9404364
1222936,Fourth Avenue,85th St,Kings County,R,-58.32453126
1222937,Fourth Avenue,85th St,Kings County,R,-58.32453126
1222940,Fourth Avenue,88th St,Kings County,L,-76.06366189
1222943,5th Avenue,5th St,Kings County,R,-64.50850899
1222949,5th Avenue,6th St,Kings County,R,-64.11585133
1222950,5th Avenue,6th St,Kings County,R,-64.11585133
1222951,5th Avenue,6th St,Kings County,R,-64.11585133
1222960,5th Avenue,7th St,Kings County,R,-63.63116648
1222961,5th Avenue,7th St,Kings County,R,-63.63116648
1222967,5th Avenue,8th St,Kings County,R,-64.21709518
1222968,5th Avenue,8th St,Kings County,R,-64.21709518
1222969,5th Avenue,8th St,Kings County,R,-64.21709518
1222977,5th Avenue,9th St,Kings County,R,-63.68460206
1222980,5th Avenue,10th St,Kings County,R,-64.02560604
1222989,5th Avenue,11th St,Kings County,R,-64.12168042
1222990,5th Avenue,11th St,Kings County,R,-64.12168042
1222991,5th Avenue,11th St,Kings County,R,-64.12168042
1222992,5th Avenue,11th St,Kings County,R,-64.12168042
1223002,5th Avenue,12th St,Kings County,R,-64.22382537
1223008,5th Avenue,13th St,Kings County,R,-64.41426848
1223009,5th Avenue,13th St,Kings County,R,-64.41426848
1223015,5th Avenue,14th St,Kings County,R,-64.31937602
1223016,5th Avenue,14th St,Kings County,R,-64.31937602
1223023,5th Avenue,15th St,Kings County,R,-64.21709518
1223024,5th Avenue,15th St,Kings County,R,-64.21709518
1223025,5th Avenue,15th St,Kings County,R,-64.21709518
1223031,5th Avenue,16th St,Kings County,R,-64.50850899
1223032,5th Avenue,16th St,Kings County,R,-64.50850899
1223043,5th Avenue,Prospect Ave,Kings County,R,-58.61297812
1223044,5th Avenue,5th St,Kings County,L,-63.82805263
1223052,5th Avenue,6th St,Kings County,L,-64.31937603
1223061,5th Avenue,7th St,Kings County,L,-64.70580715
1223062,5th Avenue,7th St,Kings County,,-64.70580715
1223069,5th Avenue,8th St,Kings County,L,-64.12168042
1223073,5th Avenue,9th St,Kings County,L,-64.61209371
1223080,5th Avenue,10th St,Kings County,L,-64.31185656
1223081,5th Avenue,10th St,Kings County,L,-64.31185656
1223105,Broadway,W 26th St,New York County,L,-67.34652064
1223106,Broadway,W 26th St,New York County,L,-67.34652064
1223108,Broadway,W 26th St,New York County,,-67.34652064
1223116,Broadway,W 27th St,New York County,L,-67.12993673
1223117,Broadway,W 27th St,New York County,,-67.12993673
1223118,Broadway,W 27th St,New York County,L,-67.12993673
1223119,Broadway,W 27th St,New York County,L,-67.12993673
1223130,Broadway,W 28th St,New York County,,-67.10944834
1223131,Broadway,W 28th St,New York County,L,-67.10944834
1223132,Broadway,W 28th St,New York County,,-67.10944834
1223133,Broadway,W 28th St,New York County,,-67.10944834
1223143,Broadway,W 29th St,New York County,,-66.80140949
1223151,Broadway,W 30th St,New York County,,-66.86053824
1223152,Broadway,W 30th St,New York County,L,-66.86053824
1223158,Broadway,W 31st St,New York County,L,-66.7210508
1223168,SixthAvenue,W 33rd St,New York County,L,-67.38013505
1223170,SixthAvenue,Broadway,New York County,,14.03624345
1223171,Broadway,W 34th St,New York County,L,-67.30620506
1223172,Broadway,W 26th St,New York County,R,-65.77225468
1223178,Broadway,W 27th St,New York County,R,-66.61477894
1223179,Broadway,W 27th St,New York County,R,-66.61477894
1223180,Broadway,W 27th St,New York County,R,-66.61477894
1223185,Broadway,W 27th St,New York County,R,-66.61477894
1223189,Broadway,W 28th St,New York County,R,-66.75272999
1223190,Broadway,W 28th St,New York County,,-66.75272999
1223198,Broadway,W 29th St,New York County,,-67.0785811
1223199,Broadway,W 29th St,New York County,R,-67.0785811
1223200,Broadway,W 29th St,New York County,R,-67.0785811
1223210,Broadway,W 30th St,New York County,R,-67.10420292
1223211,Broadway,W 30th St,New York County,R,-67.10420292
1223212,Broadway,W 30th St,New York County,R,-67.10420292
1223213,Broadway,W 30th St,New York County,R,-67.10420292
1223222,Broadway,W 31st St,New York County,R,-67.24236368
1223223,Broadway,W 31st St,New York County,R,-67.24236368
1223228,Broadway,W 33rd St,New York County,R,-67.12633481
1223229,SixthAvenue,W 33rd St,New York County,R,-67.12633481
1223230,SixthAvenue,Broadway,New York County,R,4.864514439
1223231,SixthAvenue,W 34th St,New York County,R,-67.31213629
1223236,SixthAvenue,Broadway,New York County,R,4.864514439
1223237,Broadway,W 27th St,New York County,L,-67.12993673
1223241,SixthAvenue,W 33rd St,New York County,,-67.38013505
1223242,Eighth Avenue,W 24th St,New York County,R,-67.03316643
1223248,Eighth Avenue,W 25th St,New York County,R,-66.91169959
1223249,Eighth Avenue,W 25th St,New York County,R,-66.91169959
1223255,Eighth Avenue,W 26th St,New York County,R,-66.60552724
1223256,Eighth Avenue,W 26th St,New York County,R,-66.60552724
1223262,Eighth Avenue,W 27th St,New York County,R,-67.03622694
1223263,Eighth Avenue,W 27th St,New York County,R,-67.03622694
1223268,Eighth Avenue,W 29th St,New York County,R,-65.82089285
1223269,Eighth Avenue,W 29th St,New York County,R,-65.82089285
1223270,Eighth Avenue,W 29th St,New York County,R,-65.82089285
1223271,Eighth Avenue,W 29th St,New York County,R,-65.82089285
1223273,Eighth Avenue,W 30th St,New York County,R,-66.99579646
1223274,Eighth Avenue,W 30th St,New York County,R,-66.99579646
1223275,Eighth Avenue,W 30th St,New York County,R,-66.99579646
1223279,Eighth Avenue,W 31st St,New York County,R,-66.99112992
1223280,Eighth Avenue,W 31st St,New York County,R,-66.99112992
1223282,Eighth Avenue,W 26th St,New York County,L,-67.02727867
1223290,Eighth Avenue,W 29th St,New York County,L,-67.50872886
1223291,Eighth Avenue,W 29th St,New York County,,-67.50872886
1223297,Eighth Avenue,W 30th St,New York County,L,-67.06789956
1223298,Eighth Avenue,W 30th St,New York County,L,-67.06789956
1223299,Eighth Avenue,W 30th St,New York County,L,-67.06789956
1223306,Eighth Avenue,W 31st St,New York County,L,-66.99579646
1223308,Eighth Avenue,W 33rd St,New York County,L,-67.38013505
1223311,Eighth Avenue,W 34th St,New York County,L,-67.18667789
1223314,Eighth Avenue,W 35th St,New York County,L,-66.82567707
1223318,Eighth Avenue,W 34th St,New York County,L,-67.18667789
1223319,Eighth Avenue,W 35th St,New York County,R,-67.30929461
1223320,Eighth Avenue,W 35th St,New York County,R,-67.30929461
1223325,Eighth Avenue,W 34th St,New York County,,-67.06789956
1223327,Fifth Avenue,W 26th St,New York County,L,-65.77225468
1223333,Fifth Avenue,W 27th St,New York County,L,-66.61477894
1223338,Fifth Avenue,W 28th St,New York County,L,-66.75272999
1223339,Fifth Avenue,W 28th St,New York County,L,-66.75272999
1223344,Fifth Avenue,W 29th St,New York County,L,-67.0785811
1223347,Fifth Avenue,W 30th St,New York County,L,-67.10420292
1223353,Fifth Avenue,W 31st St,New York County,L,-67.24236368
1223354,Fifth Avenue,W 31st St,New York County,L,-67.24236368
1223355,Fifth Avenue,W 31st St,New York County,L,-67.24236368
1223362,Fifth Avenue,W 32nd St,New York County,L,-67.06089947
1223363,Fifth Avenue,W 32nd St,New York County,L,-67.06089947
1223367,Fifth Avenue,W 33rd St,New York County,L,-67.28558765
1223368,Fifth Avenue,W 33rd St,New York County,L,-67.28558765
1223370,Fifth Avenue,W 34th St,New York County,L,-67.31213629
1223371,Fifth Avenue,W 34th St,New York County,L,-67.38013505
1223374,Fifth Avenue,W 35th St,New York County,L,-67.31718652
1223376,Fifth Avenue,W 32nd St,New York County,L,-67.06089947
1223377,Seventh Avenue,W 31st St,New York County,R,-67.29362916
1223381,Seventh Avenue,W 33rd St,New York County,L,-69.22774532
1223384,Seventh Avenue,W 26th St,New York County,R,-67.43745947
1223385,Seventh Avenue,W 26th St,New York County,R,-67.43745947
1223388,Seventh Avenue,W 27th St,New York County,R,-67.29362916
1223389,Seventh Avenue,W 27th St,New York County,R,-67.29362916
1223390,Seventh Avenue,W 27th St,New York County,R,-67.29362916
1223396,Seventh Avenue,W 29th St,New York County,R,-67.53845004
1223397,Seventh Avenue,W 29th St,New York County,R,-67.53845004
1223404,Seventh Avenue,W 30th St,New York County,R,-67.46674992
1223412,Seventh Avenue,W 31st St,New York County,L,-67.83365418
1223413,Seventh Avenue,W 26th St,New York County,L,-66.60552724
1223416,SixthAvenue,W 26th St,New York County,R,-67.34652064
1223419,SixthAvenue,W 28th St,New York County,R,-67.10944834
1223420,SixthAvenue,W 28th St,New York County,R,-67.10944834
1223427,SixthAvenue,W 29th St,New York County,R,-66.80140949
1223428,SixthAvenue,W 29th St,New York County,R,-66.80140949
1223429,SixthAvenue,W 29th St,New York County,R,-66.80140949
1223430,SixthAvenue,W 29th St,New York County,R,-66.80140949
1223435,SixthAvenue,W 30th St,New York County,R,-66.86053824
1223436,SixthAvenue,W 30th St,New York County,R,-66.86053824
1223437,SixthAvenue,W 30th St,New York County,R,-66.86053824
1223438,SixthAvenue,W 30th St,New York County,R,-66.86053824
1223443,SixthAvenue,W 31st St,New York County,R,-66.7210508
1223444,SixthAvenue,W 31st St,New York County,R,-66.7210508
1223445,SixthAvenue,W 31st St,New York County,R,-66.7210508
1223446,SixthAvenue,W 31st St,New York County,R,-66.7210508
1223452,SixthAvenue,W 32nd St,New York County,R,-67.30620506
1223453,SixthAvenue,W 32nd St,New York County,R,-67.30620506
1223454,SixthAvenue,W 34th St,New York County,R,-67.31213629
1223455,SixthAvenue,W 35th St,New York County,R,-67.31718652
1223456,SixthAvenue,W 26th St,New York County,L,-67.43745947
1223458,SixthAvenue,W 27th St,New York County,,-67.29362916
1223459,SixthAvenue,W 27th St,New York County,L,-67.29362916
1223460,SixthAvenue,W 27th St,New York County,L,-67.29362916
1223466,SixthAvenue,W 28th St,New York County,L,-67.3657608
1223467,SixthAvenue,W 28th St,New York County,L,-67.3657608
1223468,SixthAvenue,W 28th St,New York County,,-67.3657608
1223473,SixthAvenue,W 29th St,New York County,L,-67.53845004
1223474,SixthAvenue,W 29th St,New York County,L,-67.53845004
1223475,SixthAvenue,W 29th St,New York County,L,-67.53845004
1223476,SixthAvenue,W 29th St,New York County,L,-67.53845004
1223477,SixthAvenue,W 29th St,New York County,L,-67.53845004
1223484,SixthAvenue,W 30th St,New York County,,-67.46674992
1223485,SixthAvenue,W 30th St,New York County,L,-67.46674992
1223486,SixthAvenue,W 30th St,New York County,,-67.46674992
1223487,SixthAvenue,W 30th St,New York County,,-67.46674992
1223488,SixthAvenue,W 30th St,New York County,,-67.46674992
1223492,SixthAvenue,W 31st St,New York County,,-67.29362916
1223493,SixthAvenue,W 31st St,New York County,L,-67.29362916
1223494,SixthAvenue,W 31st St,New York County,L,-67.29362916
1223499,SixthAvenue,W 32nd St,New York County,L,-66.60552724
1223500,SixthAvenue,W 32nd St,New York County,,-66.60552724
1223501,SixthAvenue,W 33rd St,New York County,,-67.38013505
1223505,SixthAvenue,Broadway,New York County,,14.03624345
1223506,SixthAvenue,W 27th St,New York County,R,-67.12993673
1223507,SixthAvenue,W 28th St,New York County,R,-67.10944834
1223517,Bowery,Hester St,New York County,R,-72.58202921
1223518,Bowery,Hester St,New York County,R,-72.58202921
1223532,Bowery,Grand St,New York County,,-72.08749061
1223543,Bowery,Broome St,New York County,R,-73.84266014
1223544,Bowery,Broome St,New York County,R,-73.84266014
1223545,Bowery,Broome St,New York County,R,-73.84266014
1223553,Bowery,Delancey St,New York County,R,-72.74104571
1223554,Bowery,Delancey St,New York County,R,-72.74104571
1223555,Bowery,Delancey St,New York County,R,-74.69915443
1223566,Bowery,Rivington St,New York County,R,-72.64597536
1223567,Bowery,Rivington St,New York County,R,-72.64597536
1223568,Bowery,Rivington St,New York County,R,-72.64597536
1223574,Bowery,Stanton St,New York County,R,-73.89485792
1223575,Bowery,Stanton St,New York County,R,-73.89485792
1223589,Houston Street,Eldridge St,New York County,,26.95217893
1223603,Houston Street,Orchard St,New York County,L,26.95217893
1223613,Avenue A,E Houston St,New York County,L,-73.04468695
1223628,Avenue B,Clinton St,New York County,R,26.95217893
1223645,Avenue C,E Houston St,New York County,L,-71.96571443
1223663,Canal Street,W Broadway,New York County,L,37.92646233
1223704,Eighth Street,Greene St,New York County,L,40.34664841
1223710,Eighth Street,Mercer St,New York County,L,39.86362151
1223711,Eighth Street,Mercer St,New York County,L,39.86362151
1223758,Park Avenue,Union Sq E,New York County,,-13.706961
1223760,14th Street,Irving Pl,New York County,R,35.69005982
1223766,Park Avenue,E 14th St,New York County,R,-66.61477894
1223824,Union Square,E 17th St,New York County,,-68.07822141
1223825,Second Avenue,,New York County,L,-64.98310653
1223830,Avenue A,E 12th St,New York County,L,-67.27026792
1223832,Bowery,E Houston St,New York County,R,-78.56631873
1223836,Bowery,E 2nd St,New York County,R,-67.73793085
1223837,Bond Street,E 2nd St,New York County,L,-67.73793085
1223838,Bond Street,E 2nd St,New York County,R,-67.73793085
1223839,Bowery,E 2nd St,New York County,R,-67.73793085
1223842,Bowery,E 3rd St,New York County,R,-67.12633481
1223846,Bowery,E 4th St,New York County,R,-67.12993673
1223847,Bowery,E 4th St,New York County,R,-67.12993673
1223848,Broadway,E 4th St,New York County,R,-64.05770451
1223858,Broadway,Waverly Pl,New York County,L,-63.43494882
1223873,Broadway,E 11th St,New York County,L,-67.4794344
1223875,Broadway,E 8th St,New York County,L,-67.04591346
1223876,Broadway,E 8th St,New York County,L,-67.04591346
1223879,Broadway,E 9th St,New York County,L,-67.1770194
1223882,Broadway,E 9th St,New York County,L,-67.1770194
1223883,Broadway,E 9th St,New York County,R,-66.96495551
1223885,Broadway,E 10th St,New York County,R,-67.456939
1223888,Broadway,E 10th St,New York County,L,-67.12312819
1223889,Broadway,E 10th St,New York County,L,-67.12312819
1223894,Broadway,E 11th St,New York County,L,-67.4794344
1223895,Broadway,E 11th St,New York County,L,-67.4794344
1223896,Broadway,E 11th St,New York County,L,-67.4794344
1223897,Broadway,E 11th St,New York County,L,-67.4794344
1223906,Broadway,E 12th St,New York County,L,-66.92427373
1223909,Broadway,E 12th St,New York County,L,-66.92427373
1223911,Broadway,E 12th St,New York County,R,-67.64680231
1223916,Broadway,E 13th St,New York County,L,-67.0112832
1223917,Broadway,E 13th St,New York County,L,-67.0112832
1223919,Broadway,E 13th St,New York County,R,-67.38013505
1223922,Broadway,E 13th St,New York County,L,-67.0112832
1223925,Broadway,E 14th St,New York County,L,-67.83365418
1223926,Broadway,E 17th St,New York County,L,-66.91068293
1223931,Broadway,E 18th St,New York County,L,-67.38013505
1223932,Broadway,E 18th St,New York County,L,-67.38013505
1223933,Broadway,E 18th St,New York County,L,-67.38013505
1223940,Broadway,E 20th St,New York County,L,-67.27589785
1223941,Broadway,E 17th St,New York County,R,-54.16234704
1223948,Broadway,E 18th St,New York County,R,-66.9417254
1223949,Broadway,E 18th St,New York County,R,-66.9417254
1223953,Broadway,E 20th St,New York County,R,-67.11487871
1223964,Broadway,E 8th St,New York County,R,-67.28558765
1223970,Cooper Square,Bowery,New York County,R,15.52411099
1223971,Cooper Square,E 5th St,New York County,R,-66.67858914
1223972,Cooper Square,E 5th St,New York County,,-66.67858914
1223978,Cooper Square,E 6th St,New York County,R,-63.43494882
1223991,Cooper Square,Bowery,New York County,,15.52411099
1223992,Cooper Square,St Marks Pl,New York County,R,-66.37062227
1224003,Fifth Avenue,E 16th St,New York County,R,-67.12633481
1224005,Fifth Avenue,E 16th St,New York County,R,-67.12633481
1224008,Fifth Avenue,E 17th St,New York County,R,-66.91068293
1224009,Fifth Avenue,E 17th St,New York County,R,-66.91068293
1224012,Fifth Avenue,E 18th St,New York County,R,-67.38013505
1224013,Fifth Avenue,E 18th St,New York County,R,-67.38013505
1224015,Fifth Avenue,E 19th St,New York County,R,-67.23803272
1224016,Fifth Avenue,E 19th St,New York County,R,-67.23803272
1224021,Fifth Avenue,E 20th St,New York County,R,-67.27589785
1224024,Fifth Avenue,E 19th St,New York County,,-67.23803272
1224026,First Avenue,E 14th St,New York County,L,-67.03622694
1224033,First Avenue,E 13th St,New York County,L,-67.03622694
1224034,First Avenue,E 13th St,New York County,L,-67.03622694
1224035,First Avenue,E 13th St,New York County,L,-67.03622694
1224036,First Avenue,E 13th St,New York County,L,-67.03622694
1224037,First Avenue,E 13th St,New York County,L,-67.03622694
1224044,First Avenue,E 12th St,New York County,L,-67.12312819
1224045,First Avenue,E 12th St,New York County,L,-67.12312819
1224047,First Avenue,E 11th St,New York County,L,-67.1231282
1224048,First Avenue,E 11th St,New York County,L,-67.1231282
1224049,First Avenue,E 11th St,New York County,L,-67.1231282
1224054,First Avenue,E 10th St,New York County,L,-65.55604521
1224055,First Avenue,E 10th St,New York County,L,-65.55604521
1224056,First Avenue,E 10th St,New York County,L,-65.55604521
1224063,First Avenue,E 9th St,New York County,L,-67.03622694
1224064,First Avenue,E 9th St,New York County,L,-67.03622694
1224065,First Avenue,E 9th St,New York County,L,-67.03622694
1224066,First Avenue,E 9th St,New York County,L,-67.03622694
1224072,First Avenue,St Marks Pl,New York County,L,-67.19545953
1224073,First Avenue,St Marks Pl,New York County,L,-67.19545953
1224075,First Avenue,St Marks Pl,New York County,L,-67.19545953
1224076,First Avenue,St Marks Pl,New York County,L,-67.19545953
1224082,First Avenue,E 7th St,New York County,L,-67.1231282
1224083,First Avenue,E 7th St,New York County,L,-67.1231282
1224084,First Avenue,E 7th St,New York County,L,-67.1231282
1224085,First Avenue,E 7th St,New York County,L,-67.1231282
1224086,First Avenue,E 7th St,New York County,L,-67.1231282
1224092,First Avenue,E 6th St,New York County,L,-67.32865638
1224093,First Avenue,E 6th St,New York County,L,-67.32865638
1224094,First Avenue,E 6th St,New York County,L,-67.32865638
1224095,First Avenue,E 6th St,New York County,L,-67.32865638
1224101,First Avenue,E 5th St,New York County,L,-67.24236368
1224102,First Avenue,E 5th St,New York County,L,-67.24236368
1224103,First Avenue,E 5th St,New York County,L,-67.24236368
1224107,First Avenue,E 4th St,New York County,L,-69.52772048
1224108,First Avenue,E 4th St,New York County,L,-69.52772048
1224109,First Avenue,E 4th St,New York County,L,-69.52772048
1224110,First Avenue,E 4th St,New York County,L,-69.52772048
1224111,First Avenue,E 4th St,New York County,L,-69.52772048
1224117,Fifth Avenue,E 12th St,New York County,R,-67.38013505
1224118,First Avenue,E 2nd St,New York County,L,-67.03622694
1224125,First Avenue,E 1st St,New York County,L,-66.86053824
1224126,First Avenue,E 1st St,New York County,L,-66.86053824
1224128,First Avenue,E 3rd St,New York County,L,-67.1231282
1224130,First Avenue,E 19th St,New York County,L,-67.69379494
1224131,Fourth Avenue,E 10th St,New York County,R,-66.9564022
1224133,Fourth Avenue,E 11th St,New York County,R,-67.27850185
1224136,Fourth Avenue,E 12th St,New York County,R,-66.94869908
1224137,Fourth Avenue,E 12th St,New York County,R,-66.94869908
1224142,Fourth Avenue,E 13th St,New York County,R,-67.02484593
1224143,Fourth Avenue,E 13th St,New York County,R,-67.02484593
1224156,Fourth Avenue,E 12th St,New York County,L,-67.64680231
1224157,Fourth Avenue,E 12th St,New York County,L,-67.64680231
1224160,Fourth Avenue,E 12th St,New York County,L,-67.64680231
1224161,Fourth Avenue,E 12th St,New York County,L,-67.64680231
1224163,Broadway,E 12th St,New York County,,-66.92427373
1224166,Fourth Avenue,E 13th St,New York County,L,-67.38013505
1224167,Fourth Avenue,E 13th St,New York County,L,-67.38013505
1224168,,Brooklyn Bridge Pk-Schaefer Lndg,New York County,,82.94680534
1224171,Fourth Avenue,E 13th St,New York County,L,-67.38013505
1224172,Fourth Avenue,E 11th St,New York County,R,-67.27850185
1224175,Second Avenue,E Houston St,New York County,R,-72.64597537
1224185,Irving Place,E 17th St,New York County,R,-67.27850185
1224190,Irving Place,E 19th St,New York County,R,-67.27850185
1224198,Irving Place,E 17th St,New York County,L,-67.34810835
1224199,Irving Place,E 17th St,New York County,L,-67.34810835
1224203,Irving Place,E 18th St,New York County,L,-66.93538223
1224208,Irving Place,E 19th St,New York County,L,-66.93538223
1224213,Irving Place,E 15th St,New York County,L,-67.35518045
1224214,Lafayette Street,E 4th St,New York County,R,-63.86358756
1224226,Lafayette Street,E 4th St,New York County,L,-64.05770451
1224237,Lafayette Street,Astor Pl,New York County,L,-80.53767779
1224253,Lafayette Street,E 4th St,New York County,R,-63.86358756
1224254,Lafayette Street,Great Jones St,New York County,L,-62.62229723
1224255,Lafayette Street,E 8th St,New York County,L,-67.28558765
1224256,Lafayette Street,Astor Pl,New York County,L,-80.53767779
1224257,Fourth Avenue,E 8th St,New York County,L,-67.28558765
1224260,Park Avenue,E 17th St,New York County,R,-73.00917671
1224266,Park Avenue,E 19th St,New York County,R,-66.93538223
1224271,Park Avenue,E 20th St,New York County,R,-67.13549188
1224278,Park Avenue,E 20th St,New York County,L,-67.11487871
1224280,Second Avenue,E 1st St,New York County,R,-66.86053824
1224281,Second Avenue,E 1st St,New York County,R,-66.86053824
1224285,Second Avenue,E 2nd St,New York County,R,-67.03622694
1224286,Second Avenue,E 2nd St,New York County,R,-67.03622694
1224289,Second Avenue,E 3rd St,New York County,R,-67.1231282
1224290,Second Avenue,E 3rd St,New York County,R,-67.1231282
1224297,Second Avenue,E 4th St,New York County,R,-66.75709721
1224298,Second Avenue,E 4th St,New York County,R,-66.75709721
1224299,Second Avenue,E 4th St,New York County,R,-66.75709721
1224307,Second Avenue,E 5th St,New York County,R,-67.24236368
1224308,Second Avenue,E 5th St,New York County,R,-67.24236368
1224314,Second Avenue,E 6th St,New York County,R,-67.32865638
1224315,Second Avenue,E 6th St,New York County,R,-67.32865638
1224316,Second Avenue,E 6th St,New York County,R,-67.32865638
1224317,Second Avenue,E 6th St,New York County,R,-67.32865638
1224322,Second Avenue,E 7th St,New York County,R,-67.1231282
1224323,Second Avenue,E 7th St,New York County,R,-67.1231282
1224331,Second Avenue,St Marks Pl,New York County,R,-67.27026792
1224332,Second Avenue,St Marks Pl,New York County,R,-67.27026792
1224336,Second Avenue,E 9th St,New York County,R,-67.03622694
1224337,Second Avenue,E 9th St,New York County,R,-67.03622694
1224342,Second Avenue,E 10th St,New York County,R,-67.1902889
1224343,Second Avenue,E 10th St,New York County,R,-67.1902889
1224345,Second Avenue,E 10th St,New York County,R,-67.1902889
1224349,Second Avenue,E 11th St,New York County,R,-67.1231282
1224350,Second Avenue,E 11th St,New York County,R,-67.1231282
1224357,Second Avenue,E 12th St,New York County,R,-67.12312819
1224358,Second Avenue,E 12th St,New York County,R,-67.12312819
1224363,Second Avenue,E 13th St,New York County,R,-67.03622694
1224364,Second Avenue,E 13th St,New York County,R,-67.03622694
1224367,Second Avenue,E 14th St,New York County,R,-67.03622694
1224369,Second Avenue,E 18th St,New York County,R,-66.74258427
1224378,,2nd Ave,New York County,,48.23970029
1224380,Second Avenue,E 1st St,New York County,L,-67.69379495
1224381,Second Avenue,E 1st St,New York County,L,-67.69379495
1224385,,2nd Ave,New York County,,35.86982352
1224390,Second Avenue,E 3rd St,New York County,L,-67.12633481
1224391,Second Avenue,E 3rd St,New York County,L,-67.12633481
1224398,Second Avenue,E 4th St,New York County,L,-67.12993673
1224399,Second Avenue,E 4th St,New York County,L,-67.12993673
1224407,Second Avenue,E 5th St,New York County,L,-66.67858914
1224408,Second Avenue,E 5th St,New York County,L,-66.67858914
1224409,Second Avenue,E 5th St,New York County,L,-66.67858914
1224415,Second Avenue,E 6th St,New York County,L,-66.92427373
1224416,Second Avenue,E 6th St,New York County,L,-66.92427373
1224417,Second Avenue,E 6th St,New York County,L,-66.92427373
1224418,Second Avenue,E 6th St,New York County,L,-66.92427373
1224424,Second Avenue,E 7th St,New York County,L,-67.38013505
1224425,Second Avenue,E 7th St,New York County,L,-67.38013505
1224426,Second Avenue,E 7th St,New York County,L,-67.38013505
1224434,Second Avenue,St Marks Pl,New York County,L,-66.37062227
1224435,Second Avenue,St Marks Pl,New York County,L,-66.37062227
1224436,Second Avenue,St Marks Pl,New York County,L,-66.37062227
1224437,Second Avenue,St Marks Pl,New York County,L,-66.37062227
1224440,Second Avenue,E 9th St,New York County,L,-67.09015467
