OBJECTID,label,StreetNa_1,county,labelDirec,Angle
1283096,Lexington Avenue,E 62nd St,New York County,R,-67.18196626
1283102,Lexington Avenue,E 63rd St,New York County,R,-67.35518045
1283112,Lexington Avenue,E 64th St,New York County,R,-66.92958775
1283113,Lexington Avenue,E 64th St,New York County,R,-66.92958775
1283122,Lexington Avenue,E 65th St,New York County,R,-66.63088684
1283128,Lexington Avenue,E 68th St,New York County,R,-67.0871716
1283134,Lexington Avenue,E 69th St,New York County,R,-66.84491425
1283137,Lexington Avenue,E 70th St,New York County,R,-67.15023793
1283138,Lexington Avenue,E 70th St,New York County,R,-67.15023793
1283139,Lexington Avenue,E 70th St,New York County,R,-67.15023793
1283147,Lexington Avenue,E 71st St,New York County,R,-67.15023793
1283148,Lexington Avenue,E 71st St,New York County,R,-67.15023793
1283149,Lexington Avenue,E 71st St,New York County,R,-67.15023793
1283158,Lexington Avenue,E 72nd St,New York County,R,-67.40540888
1283159,Lexington Avenue,E 78th St,New York County,R,-66.97450799
1283169,Lexington Avenue,E 80th St,New York County,R,-67.40540888
1283178,Lexington Avenue,E 61st St,New York County,L,-67.08044517
1283179,Lexington Avenue,E 61st St,New York County,L,-67.08044517
1283187,Lexington Avenue,E 62nd St,New York County,L,-67.543061
1283188,Lexington Avenue,E 62nd St,New York County,L,-67.543061
1283189,Lexington Avenue,E 62nd St,New York County,L,-67.543061
1283190,Lexington Avenue,E 62nd St,New York County,L,-67.543061
1283192,Lexington Avenue,E 63rd St,New York County,R,-67.35518045
1283196,Lexington Avenue,E 63rd St,New York County,L,-67.08044517
1283197,Lexington Avenue,E 63rd St,New York County,L,-67.08044517
1283198,Lexington Avenue,E 63rd St,New York County,L,-67.08044517
1283199,Lexington Avenue,E 63rd St,New York County,L,-67.08044517
1283207,Lexington Avenue,E 64th St,New York County,L,-67.27026792
1283208,Lexington Avenue,E 64th St,New York County,L,-67.27026792
1283209,Lexington Avenue,E 64th St,New York County,L,-67.27026792
1283215,Lexington Avenue,E 65th St,New York County,L,-67.40744476
1283216,Lexington Avenue,E 65th St,New York County,L,-67.40744476
1283217,Lexington Avenue,E 65th St,New York County,,-67.40744476
1283223,Lexington Avenue,E 66th St,New York County,L,-67.08044517
1283227,Lexington Avenue,E 69th St,New York County,L,-67.08044517
1283236,Lexington Avenue,E 70th St,New York County,L,-66.89367314
1283237,Lexington Avenue,E 70th St,New York County,L,-66.89367314
1283246,Lexington Avenue,E 71st St,New York County,L,-67.21759427
1283247,Lexington Avenue,E 71st St,New York County,L,-67.21759427
1283248,Lexington Avenue,E 71st St,New York County,L,-67.21759427
1283255,Lexington Avenue,E 72nd St,New York County,L,-67.21759427
1283256,Lexington Avenue,E 78th St,New York County,L,-67.8097111
1283260,Lexington Avenue,E 79th St,New York County,L,-66.89367314
1283271,Lexington Avenue,E 80th St,New York County,L,-67.03077487
1283272,Lexington Avenue,E 80th St,New York County,L,-67.03077487
1283273,Lexington Avenue,E 80th St,New York County,L,-67.03077487
1283276,Lexington Avenue,E 74th St,New York County,L,-66.89367314
1283278,Lexington Avenue,E 74th St,New York County,L,-66.89367314
1283279,Lexington Avenue,E 74th St,New York County,L,-66.89367314
1283282,Lexington Avenue,E 71st St,New York County,L,-67.21759427
1283284,Lexington Avenue,E 73rd St,New York County,L,-67.35319769
1283289,Lexington Avenue,E 68th St,New York County,R,-67.0871716
1283292,Madison Avenue,E 60th St,New York County,R,-67.08044517
1283295,Madison Avenue,E 61st St,New York County,R,-67.08044517
1283296,Madison Avenue,E 61st St,New York County,R,-67.08044517
1283297,Madison Avenue,E 61st St,New York County,R,-67.08044517
1283302,Madison Avenue,E 62nd St,New York County,,-66.75501615
1283303,Madison Avenue,E 62nd St,New York County,R,-66.75501615
1283304,Madison Avenue,E 62nd St,New York County,R,-66.75501615
1283310,Madison Avenue,E 63rd St,New York County,R,-67.08044517
1283311,Madison Avenue,E 63rd St,New York County,R,-67.08044517
1283316,Madison Avenue,E 64th St,New York County,R,-67.21759427
1283320,Madison Avenue,E 65th St,New York County,R,-67.40744476
1283321,Madison Avenue,E 65th St,New York County,R,-67.40744476
1283327,Madison Avenue,E 66th St,New York County,R,-67.27026792
1283335,Madison Avenue,E 67th St,New York County,R,-66.9417254
1283336,Madison Avenue,E 67th St,New York County,R,-66.9417254
1283344,Madison Avenue,E 68th St,New York County,R,-67.27026792
1283345,Madison Avenue,E 68th St,New York County,R,-67.27026792
1283350,Madison Avenue,E 69th St,New York County,R,-67.13150497
1283351,Madison Avenue,E 69th St,New York County,R,-67.13150497
1283357,Madison Avenue,E 70th St,New York County,R,-67.27026792
1283358,Madison Avenue,E 70th St,New York County,R,-67.27026792
1283360,Madison Avenue,E 71st St,New York County,R,-66.9417254
1283363,Madison Avenue,E 72nd St,New York County,R,-66.99112992
1283371,Madison Avenue,E 73rd St,New York County,R,-67.27026792
1283372,Madison Avenue,E 73rd St,New York County,R,-67.27026792
1283377,Madison Avenue,E 74th St,New York County,R,-67.27026792
1283378,Madison Avenue,E 74th St,New York County,R,-67.27026792
1283385,Madison Avenue,E 75th St,New York County,R,-67.73600488
1283394,Madison Avenue,E 76th St,New York County,R,-67.13150498
1283395,Madison Avenue,E 76th St,New York County,R,-67.13150498
1283396,Madison Avenue,E 76th St,New York County,R,-67.13150498
1283402,Madison Avenue,E 77th St,New York County,R,-67.46321249
1283403,Madison Avenue,E 77th St,New York County,R,-67.46321249
1283406,Madison Avenue,E 78th St,New York County,R,-67.27026792
1283407,Madison Avenue,E 78th St,New York County,R,-67.27026792
1283416,Madison Avenue,E 80th St,New York County,R,-67.46321249
1283419,Madison Avenue,E 64th St,New York County,R,-67.21759427
1283429,Madison Avenue,E 62nd St,New York County,L,-67.40540888
1283430,Madison Avenue,E 63rd St,New York County,L,-67.10273688
1283431,Madison Avenue,E 64th St,New York County,L,-67.27850185
1283432,Madison Avenue,E 64th St,New York County,,-67.27850185
1283438,Madison Avenue,E 65th St,New York County,,-66.54097592
1283439,Madison Avenue,E 65th St,New York County,L,-66.54097592
1283444,Madison Avenue,E 66th St,New York County,L,-67.93210044
1283445,Madison Avenue,E 66th St,New York County,L,-67.93210044
1283446,Madison Avenue,E 66th St,New York County,L,-67.93210044
1283452,Madison Avenue,E 67th St,New York County,L,-67.27850185
1283453,Madison Avenue,E 67th St,New York County,L,-67.27850185
1283454,Madison Avenue,E 67th St,New York County,L,-67.27850185
1283460,Madison Avenue,E 68th St,New York County,L,-66.97450799
1283461,Madison Avenue,E 68th St,New York County,L,-66.97450799
1283462,Madison Avenue,E 68th St,New York County,L,-66.97450799
1283466,Madison Avenue,E 70th St,New York County,L,-66.97450799
1283469,Madison Avenue,E 71st St,New York County,L,-67.27850185
1283470,Madison Avenue,E 71st St,New York County,L,-67.27850185
1283473,Madison Avenue,E 73rd St,New York County,L,-67.10273688
1283478,Madison Avenue,E 74th St,New York County,L,-67.40540888
1283482,Madison Avenue,E 75th St,New York County,L,-66.97450799
1283483,Madison Avenue,E 75th St,New York County,L,-66.97450799
1283484,Madison Avenue,E 75th St,New York County,L,-66.97450799
1283492,Madison Avenue,E 76th St,New York County,L,-67.27850185
1283493,Madison Avenue,E 76th St,New York County,L,-67.27850185
1283494,Madison Avenue,E 76th St,New York County,L,-67.27850185
1283500,Madison Avenue,E 77th St,New York County,L,-66.97450799
1283502,Madison Avenue,E 77th St,New York County,L,-66.97450799
1283503,Madison Avenue,E 77th St,New York County,L,-66.97450799
1283516,Madison Avenue,E 79th St,New York County,L,-67.27850185
1283517,Madison Avenue,E 79th St,New York County,L,-67.27850185
1283521,Madison Avenue,E 80th St,New York County,L,-66.97450799
1283522,Madison Avenue,E 80th St,New York County,L,-66.97450799
1283531,Madison Avenue,E 69th St,New York County,L,-67.27850185
1283534,Second Avenue,E 60th St,New York County,R,-66.52260011
1283535,Second Avenue,E 60th St,New York County,R,-66.52260011
1283541,Second Avenue,E 61st St,New York County,,-70.20112365
1283542,Second Avenue,E 61st St,New York County,R,-70.20112365
1283548,Second Avenue,E 63rd St,New York County,R,-66.94869908
1283554,Second Avenue,E 64th St,New York County,R,-66.86053824
1283561,Second Avenue,E 66th St,New York County,R,-67.20347853
1283566,Second Avenue,E 67th St,New York County,R,-67.44912452
1283567,Second Avenue,E 68th St,New York County,R,-67.15544687
1283578,Second Avenue,E 69th St,New York County,R,-66.86053824
1283579,Second Avenue,E 69th St,New York County,R,-66.86053824
1283587,Second Avenue,E 70th St,New York County,R,-67.15544687
1283588,Second Avenue,E 70th St,New York County,R,-67.15544687
1283590,Second Avenue,E 71st St,New York County,R,-66.83071679
1283600,Second Avenue,E 72nd St,New York County,R,-68.55226367
1283605,Second Avenue,E 73rd St,New York County,R,-67.29507606
1283612,Second Avenue,E 74th St,New York County,R,-66.84691844
1283613,Second Avenue,E 74th St,New York County,R,-66.84691844
1283617,Second Avenue,E 75th St,New York County,R,-67.41433128
1283621,Second Avenue,E 76th St,New York County,R,-67.41433128
1283622,Second Avenue,E 76th St,New York County,R,-67.41433128
1283623,Second Avenue,E 76th St,New York County,R,-67.41433128
1283626,Second Avenue,E 77th St,New York County,R,-67.1231282
1283634,Second Avenue,E 78th St,New York County,R,-67.41433128
1283636,Second Avenue,E 78th St,New York County,R,-67.41433128
1283652,Second Avenue,E 61st St,New York County,L,-67.27026792
1283653,Second Avenue,E 61st St,New York County,L,-67.27026792
1283654,Second Avenue,E 61st St,New York County,L,-67.27026792
1283655,Second Avenue,E 61st St,New York County,L,-67.27026792
1283665,Second Avenue,E 62nd St,New York County,L,-67.08489371
1283666,Second Avenue,E 62nd St,New York County,L,-67.08489371
1283667,Second Avenue,E 62nd St,New York County,L,-67.08489371
1283668,Second Avenue,E 62nd St,New York County,L,-67.08489371
1283670,Second Avenue,E 62nd St,New York County,,-67.08489371
1283675,Second Avenue,E 63rd St,New York County,,-67.05106272
1283676,Second Avenue,E 63rd St,New York County,L,-67.05106272
1283677,Second Avenue,E 63rd St,New York County,L,-67.05106272
1283684,Second Avenue,E 64th St,New York County,L,-67.21759427
1283685,Second Avenue,E 64th St,New York County,L,-67.21759427
1283688,Second Avenue,E 65th St,New York County,L,-66.95804053
1283689,Second Avenue,E 65th St,New York County,L,-66.95804053
1283692,Second Avenue,E 66th St,New York County,,-68.96248897
1283693,Second Avenue,E 66th St,New York County,L,-68.96248897
1283696,Second Avenue,E 67th St,New York County,L,-67.14518004
1283699,Second Avenue,E 68th St,New York County,L,-66.87620811
1283702,Second Avenue,E 69th St,New York County,L,-67.42297301
1283703,Second Avenue,E 69th St,New York County,,-67.42297301
1283710,Second Avenue,E 70th St,New York County,L,-66.87347961
1283711,Second Avenue,E 70th St,New York County,L,-66.87347961
1283712,Second Avenue,E 70th St,New York County,L,-66.87347961
1283713,Second Avenue,E 70th St,New York County,,-66.87347961
1283719,Second Avenue,E 71st St,New York County,L,-67.88233367
1283720,Second Avenue,E 71st St,New York County,L,-67.88233367
1283721,Second Avenue,E 71st St,New York County,L,-67.88233367
1283735,Second Avenue,E 73rd St,New York County,L,-66.83358005
1283736,Second Avenue,E 73rd St,New York County,L,-66.83358005
1283737,Second Avenue,E 73rd St,New York County,L,-66.83358005
1283745,Second Avenue,E 74th St,New York County,L,-67.05106272
1283746,Second Avenue,E 74th St,New York County,L,-67.05106272
1283747,Second Avenue,E 74th St,New York County,L,-67.05106272
1283750,Second Avenue,E 75th St,New York County,L,-66.92556049
1283751,Second Avenue,E 75th St,New York County,L,-66.92556049
1283755,Second Avenue,E 76th St,New York County,L,-67.23499089
1283756,Second Avenue,E 76th St,New York County,L,-67.23499089
1283757,Second Avenue,E 76th St,New York County,L,-67.23499089
1283764,Second Avenue,E 77th St,New York County,L,-67.23499089
1283765,Second Avenue,E 77th St,New York County,L,-67.23499089
1283766,Second Avenue,E 77th St,New York County,L,-67.23499089
1283767,Second Avenue,E 77th St,New York County,L,-67.23499089
1283773,Second Avenue,E 78th St,New York County,L,-67.01785231
1283779,Second Avenue,E 80th St,New York County,L,-67.01785231
1283786,Second Avenue,E 60th St,New York County,,-66.94869908
1283787,Second Avenue,E 63rd St,New York County,L,-67.05106272
1283793,Second Avenue,E 73rd St,New York County,L,-66.83358005
1283796,Third Avenue,E 60th St,New York County,R,-66.61477894
1283802,Third Avenue,E 61st St,New York County,R,-67.27026792
1283803,Third Avenue,E 61st St,New York County,R,-67.27026792
1283810,Third Avenue,E 62nd St,New York County,R,-67.08489371
1283814,Third Avenue,E 63rd St,New York County,R,-67.05106272
1283815,Third Avenue,E 63rd St,New York County,R,-67.05106272
1283821,Third Avenue,E 64th St,New York County,R,-67.4794344
1283827,Third Avenue,E 66th St,New York County,R,-64.79887636
1283830,Third Avenue,E 67th St,New York County,R,-67.34064796
1283834,Third Avenue,E 68th St,New York County,R,-68.19859052
1283837,Third Avenue,E 69th St,New York County,R,-67.93210044
1283840,Third Avenue,E 70th St,New York County,R,-68.49856567
1283841,Third Avenue,E 70th St,New York County,R,-68.49856567
1283842,Third Avenue,E 70th St,New York County,R,-68.49856567
1283848,Third Avenue,E 71st St,New York County,R,-66.44773632
1283852,Third Avenue,E 71st St,New York County,R,-66.44773632
1283856,Third Avenue,E 72nd St,New York County,R,-66.61477894
1283863,Third Avenue,E 74th St,New York County,R,-67.05106272
1283864,Third Avenue,E 74th St,New York County,R,-67.05106272
1283869,Third Avenue,E 75th St,New York County,R,-66.92556049
1283870,Third Avenue,E 75th St,New York County,R,-66.92556049
1283872,Third Avenue,E 75th St,New York County,R,-66.92556049
1283875,Third Avenue,E 76th St,New York County,R,-67.23499089
1283876,Third Avenue,E 76th St,New York County,R,-67.23499089
1283877,Third Avenue,E 76th St,New York County,R,-67.23499089
1283883,Third Avenue,E 77th St,New York County,R,-67.23499089
1283884,Third Avenue,E 77th St,New York County,R,-67.23499089
1283889,Third Avenue,E 78th St,New York County,R,-67.01785231
1283890,Third Avenue,E 78th St,New York County,R,-67.01785231
1283898,Third Avenue,E 79th St,New York County,,-66.83256543
1283899,Third Avenue,E 79th St,New York County,R,-66.83256543
1283907,Third Avenue,E 80th St,New York County,R,-67.01785231
1283909,Third Avenue,E 60th St,New York County,L,-66.97450799
1283914,Third Avenue,E 61st St,New York County,L,-66.92958775
1283915,Third Avenue,E 61st St,New York County,L,-66.92958775
1283916,Third Avenue,E 61st St,New York County,L,-66.92958775
1283921,Third Avenue,E 62nd St,New York County,L,-67.18196626
1283922,Third Avenue,E 62nd St,New York County,L,-67.18196626
1283926,Third Avenue,E 63rd St,New York County,L,-67.35518045
1283927,Third Avenue,E 63rd St,New York County,L,-67.35518045
1283928,Third Avenue,E 63rd St,New York County,L,-67.35518045
1283931,Third Avenue,E 64th St,New York County,L,-66.92958775
1283934,Third Avenue,E 66th St,New York County,L,-67.22962109
1283935,Third Avenue,E 66th St,New York County,L,-67.22962109
1283939,Third Avenue,E 67th St,New York County,L,-66.97450799
1283940,Third Avenue,E 67th St,New York County,L,-66.97450799
1283942,Third Avenue,E 68th St,New York County,L,-67.57413808
1283945,Third Avenue,E 69th St,New York County,L,-66.84491425
1283953,Third Avenue,E 70th St,New York County,L,-67.15023793
1283964,Third Avenue,E 73rd St,New York County,L,-67.10273688
1283965,Third Avenue,E 73rd St,New York County,L,-67.10273688
1283968,Third Avenue,E 74th St,New York County,L,-67.35518044
1283972,Third Avenue,E 75th St,New York County,L,-67.40540888
1283974,Third Avenue,E 75th St,New York County,L,-67.40540888
1283980,Third Avenue,E 76th St,New York County,L,-66.67187893
1283981,Third Avenue,E 76th St,New York County,L,-66.67187893
1283982,Third Avenue,E 76th St,New York County,L,-66.67187893
1283983,Third Avenue,E 76th St,New York County,L,-66.67187893
1283989,Third Avenue,E 77th St,New York County,L,-67.10273688
1283990,Third Avenue,E 78th St,New York County,L,-66.97450799
1283995,Third Avenue,E 79th St,New York County,L,-67.53097923
1283996,Third Avenue,E 79th St,New York County,L,-67.53097923
1283997,Third Avenue,E 79th St,New York County,L,-67.53097923
1284002,Third Avenue,E 80th St,New York County,L,-67.40540888
1284003,Third Avenue,E 80th St,New York County,L,-67.40540888
1284005,Third Avenue,E 66th St,New York County,L,-67.22962109
1284011,Third Avenue,E 61st St,New York County,R,-67.27026792
1284014,Third Avenue,E 62nd St,New York County,L,-67.18196626
1284015,Third Avenue,E 80th St,New York County,R,-67.01785231
1284020,York Avenue,E 79th St,New York County,R,-67.20940916
1284027,York Avenue,E 78th St,New York County,R,-67.27026792
1284028,York Avenue,E 80th St,New York County,L,-67.20723243
1284033,York Avenue,E 79th St,New York County,L,-67.01785231
1284034,York Avenue,E 79th St,New York County,L,-67.01785231
1284040,York Avenue,E 78th St,New York County,L,-67.01785231
1284041,York Avenue,E 78th St,New York County,L,-67.01785231
1284042,York Avenue,E 78th St,New York County,L,-67.01785231
1284046,York Avenue,E 77th St,New York County,L,-67.01785231
1284048,York Avenue,E 77th St,New York County,L,-67.01785231
1284049,York Avenue,E 77th St,New York County,L,-67.01785231
1284053,York Avenue,E 76th St,New York County,L,-67.01785231
1284117,57th Street,Lexington Ave,New York County,L,36.21883726
1284194,Fifth Avenue,E 51st St,New York County,R,-67.59016263
1284198,Fifth Avenue,E 52nd St,New York County,R,-66.72709593
1284199,Fifth Avenue,E 52nd St,New York County,R,-66.72709593
1284203,Fifth Avenue,E 53rd St,New York County,R,-67.61986495
1284204,Fifth Avenue,E 53rd St,New York County,R,-67.61986495
1284209,Fifth Avenue,E 54th St,New York County,R,-66.97450799
1284215,Fifth Avenue,E 55th St,New York County,R,-67.14805215
1284218,Fifth Avenue,E 56th St,New York County,R,-67.26058221
1284219,Fifth Avenue,E 56th St,New York County,R,-67.26058221
1284226,Fifth Avenue,E 59th St,New York County,R,-66.97450799
1284229,Fifth Avenue,E 60th St,New York County,R,-67.70941752
1284231,Fifth Avenue,E 59th St,New York County,R,-66.97450799
1284232,Fifth Avenue,E 54th St,New York County,R,-66.97450799
1284234,Fifth Avenue,E 55th St,New York County,R,-67.14805215
1284239,First Avenue,E 51st St,New York County,R,-67.31944039
1284245,First Avenue,E 52nd St,New York County,R,-66.96864713
1284246,First Avenue,E 52nd St,New York County,R,-66.96864713
1284253,First Avenue,E 53rd St,New York County,R,-67.06789956
1284254,First Avenue,E 53rd St,New York County,R,-67.06789956
1284256,First Avenue,E 54th St,New York County,R,-66.94869908
1284263,First Avenue,E 55th St,New York County,R,-67.01785231
1284267,First Avenue,E 56th St,New York County,R,-67.23499089
1284268,First Avenue,E 56th St,New York County,R,-67.23499089
1284269,First Avenue,E 56th St,New York County,R,-67.23499089
1284277,First Avenue,E 57th St,New York County,,-65.98920094
1284283,First Avenue,E 58th St,New York County,R,-67.38013505
1284284,First Avenue,E 58th St,New York County,R,-67.38013505
1284285,First Avenue,E 58th St,New York County,R,-67.38013505
1284289,First Avenue,E 59th St,New York County,R,-67.06789956
1284290,First Avenue,E 59th St,New York County,R,-67.06789956
1284291,First Avenue,E 50th St,New York County,L,-67.29507606
1284296,First Avenue,E 51st St,New York County,L,-67.09136541
1284297,First Avenue,E 51st St,New York County,L,-67.09136541
1284298,First Avenue,E 51st St,New York County,L,-67.09136541
1284300,First Avenue,E 52nd St,New York County,L,-67.09136541
1284301,First Avenue,E 52nd St,New York County,L,-67.09136541
1284302,First Avenue,E 52nd St,New York County,L,-67.09136541
1284309,First Avenue,E 53rd St,New York County,L,-67.40540888
1284310,First Avenue,E 53rd St,New York County,L,-67.40540888
1284311,First Avenue,E 53rd St,New York County,L,-67.40540888
1284318,First Avenue,E 54th St,New York County,L,-67.28558765
1284319,First Avenue,E 54th St,New York County,L,-67.28558765
1284326,First Avenue,E 55th St,New York County,L,-66.80140949
1284327,First Avenue,E 55th St,New York County,L,-66.80140949
1284328,First Avenue,E 55th St,New York County,L,-66.80140949
1284329,First Avenue,E 55th St,New York County,L,-66.80140949
1284331,First Avenue,E 56th St,New York County,L,-67.09136541
1284334,First Avenue,E 57th St,New York County,L,-67.16634582
1284335,First Avenue,E 57th St,New York County,L,-67.16634582
1284336,First Avenue,E 57th St,New York County,L,-67.16634582
1284344,First Avenue,E 58th St,New York County,L,-66.92958775
1284345,First Avenue,E 58th St,New York County,L,-66.92958775
1284350,First Avenue,E 59th St,New York County,L,-67.83365418
1284351,First Avenue,E 59th St,New York County,L,-67.83365418
1284352,First Avenue,E 59th St,New York County,L,-67.83365418
1284353,First Avenue,Ed Koch Queensboro Brg-Upper Level,New York County,L,-67.23499089
1284355,First Avenue,Ed Koch Queensboro Brg-Lower Level,New York County,R,-66.59531045
1284359,First Avenue,E 50th St,New York County,L,-67.29507606
1284361,First Avenue,E 50th St,New York County,L,-67.29507606
1284365,First Avenue,E 51st St,New York County,R,-67.31944039
1284366,First Avenue,E 50th St,New York County,R,-67.68441142
1284369,Lexington Avenue,E 49th St,New York County,R,-67.15023793
1284371,Lexington Avenue,E 50th St,New York County,R,-67.27850185
1284375,Lexington Avenue,E 51st St,New York County,R,-67.27850185
1284376,Lexington Avenue,E 51st St,New York County,R,-67.27850185
1284380,Lexington Avenue,E 52nd St,New York County,R,-67.58385252
1284381,Lexington Avenue,E 52nd St,New York County,R,-67.58385252
1284388,Lexington Avenue,E 54th St,New York County,R,-67.27850185
1284395,Lexington Avenue,E 55th St,New York County,R,-66.97450799
1284404,Lexington Avenue,E 56th St,New York County,R,-67.83365418
1284405,Lexington Avenue,E 56th St,New York County,R,-67.83365418
1284412,Lexington Avenue,E 57th St,New York County,R,-66.97450799
1284417,Lexington Avenue,E 58th St,New York County,R,-67.16634582
1284420,Lexington Avenue,E 49th St,New York County,L,-67.06789957
1284428,Lexington Avenue,E 52nd St,New York County,L,-67.61986495
1284429,Lexington Avenue,E 52nd St,New York County,L,-67.61986495
1284432,Lexington Avenue,E 53rd St,New York County,L,-65.00430363
1284435,Lexington Avenue,E 54th St,New York County,L,-67.03077487
1284443,Lexington Avenue,E 55th St,New York County,L,-66.25050551
1284453,Lexington Avenue,E 56th St,New York County,L,-67.03077487
1284454,Lexington Avenue,E 56th St,New York County,L,-67.03077487
1284455,Lexington Avenue,E 56th St,New York County,,-67.03077487
1284472,Lexington Avenue,E 58th St,New York County,L,-67.48727991
1284473,Lexington Avenue,E 58th St,New York County,L,-67.48727991
1284476,Lexington Avenue,E 59th St,New York County,L,-66.75501615
1284485,Madison Avenue,E 55th St,New York County,R,-67.61986495
1284487,Madison Avenue,E 56th St,New York County,R,-67.16634582
1284490,Madison Avenue,E 56th St,New York County,R,-67.16634582
1284499,Madison Avenue,E 58th St,New York County,R,-66.89367314
1284500,Madison Avenue,E 58th St,New York County,R,-66.89367314
1284506,Madison Avenue,E 59th St,New York County,R,-66.89367314
1284507,Madison Avenue,E 59th St,New York County,R,-66.89367314
1284510,Madison Avenue,E 60th St,New York County,R,-67.08044517
1284512,Madison Avenue,E 49th St,New York County,R,-67.38013505
1284513,Madison Avenue,E 50th St,New York County,R,-66.93538223
1284516,Madison Avenue,E 51st St,New York County,R,-67.02727867
1284521,Madison Avenue,E 52nd St,New York County,R,-68.42869281
1284528,Madison Avenue,E 53rd St,New York County,R,-69.16091512
1284529,Madison Avenue,E 53rd St,New York County,R,-69.16091512
1284535,Madison Avenue,E 54th St,New York County,R,-67.16634582
1284539,Madison Avenue,E 55th St,New York County,R,-67.61986495
1284544,Madison Avenue,E 58th St,New York County,L,-66.85719893
1284546,Madison Avenue,E 51st St,New York County,L,-67.44275337
1284550,Madison Avenue,E 52nd St,New York County,L,-66.90317808
1284558,Park Avenue,E 53rd St,New York County,R,-65.00430363
1284561,Park Avenue,E 54th St,New York County,R,-67.03077487
1284565,Park Avenue,E 55th St,New York County,R,-66.25050551
1284568,Park Avenue,E 56th St,New York County,R,-67.03077487
1284569,Park Avenue,E 56th St,New York County,R,-67.03077487
1284577,Park Avenue,E 58th St,New York County,R,-67.48727991
1284578,Park Avenue,E 58th St,New York County,R,-67.48727991
1284581,Park Avenue,E 59th St,New York County,R,-66.75501615
1284583,Park Avenue,E 54th St,New York County,L,-67.16634582
1284589,Park Avenue,E 56th St,New York County,L,-67.16634582
1284596,Park Avenue,E 58th St,New York County,L,-66.89367314
1284597,Park Avenue,E 58th St,New York County,L,-66.89367314
1284602,Park Avenue,E 59th St,New York County,L,-66.89367314
1284603,Park Avenue,E 49th St,New York County,L,-68.52320902
1284606,Park Avenue,E 50th St,New York County,L,-66.93538223
1284607,Park Avenue,E 50th St,New York County,L,-66.93538223
1284608,Park Avenue,E 51st St,New York County,L,-69.94390526
1284609,Park Avenue,E 51st St,New York County,L,-69.94390526
1284612,Park Avenue,E 52nd St,New York County,L,-66.03751103
1284615,Park Avenue,E 53rd St,New York County,L,-69.16091512
1284623,Park Avenue,E 55th St,New York County,L,-67.61986495
1284625,Park Avenue,E 56th St,New York County,L,-67.16634582
1284627,Park Avenue,E 49th St,New York County,,-64.17900802
1284629,Second Avenue,E 59th St,New York County,L,-66.13982481
1284630,Second Avenue,E 60th St,New York County,,-66.94869908
1284631,Second Avenue,E 49th St,New York County,R,-67.49939461
1284632,Second Avenue,E 49th St,New York County,R,-67.49939461
1284637,Second Avenue,E 50th St,New York County,R,-67.29507606
1284638,Second Avenue,E 50th St,New York County,R,-67.29507606
1284643,Second Avenue,E 51st St,New York County,R,-67.09136541
1284644,Second Avenue,E 51st St,New York County,R,-67.09136541
1284645,Second Avenue,E 51st St,New York County,R,-67.09136541
1284651,Second Avenue,E 52nd St,New York County,R,-67.09136541
1284652,Second Avenue,E 52nd St,New York County,R,-67.09136541
1284653,Second Avenue,E 52nd St,New York County,R,-67.09136541
1284654,Second Avenue,E 52nd St,New York County,,-67.09136541
1284658,Second Avenue,E 53rd St,New York County,R,-67.38013505
1284659,Second Avenue,E 53rd St,New York County,R,-67.38013505
1284665,Second Avenue,E 54th St,New York County,R,-66.27960443
1284666,Second Avenue,E 54th St,New York County,R,-66.27960443
1284667,Second Avenue,E 54th St,New York County,R,-66.27960443
1284671,Second Avenue,E 55th St,New York County,R,-66.80140949
1284674,Second Avenue,E 56th St,New York County,R,-67.09136541
1284675,Second Avenue,E 56th St,New York County,R,-67.09136541
1284682,Second Avenue,E 58th St,New York County,R,-67.94893728
1284683,Second Avenue,E 58th St,New York County,R,-67.94893728
1284684,Second Avenue,E 57th St,New York County,R,-66.37062227
1284686,Second Avenue,E 50th St,New York County,L,-66.61477894
1284687,Second Avenue,E 50th St,New York County,L,-66.61477894
1284695,Second Avenue,E 51st St,New York County,L,-67.14337698
1284701,Second Avenue,E 52nd St,New York County,L,-66.92556049
1284706,Second Avenue,E 53rd St,New York County,L,-68.06757905
1284707,Second Avenue,E 53rd St,New York County,L,-68.06757905
1284712,Second Avenue,E 54th St,New York County,L,-67.23499089
1284717,Second Avenue,E 55th St,New York County,L,-67.67134362
1284718,Second Avenue,E 55th St,New York County,L,-67.67134362
1284724,Second Avenue,E 56th St,New York County,L,-66.73885953
1284729,Second Avenue,E 57th St,New York County,L,-67.45282233
1284736,Second Avenue,E 58th St,New York County,L,-66.73885953
1284742,Second Avenue,E 59th St,New York County,L,-66.13982481
1284743,Second Avenue,E 59th St,New York County,L,-66.13982481
1284745,Second Avenue,E 54th St,New York County,L,-67.23499089
1284750,Third Avenue,E 52nd St,New York County,R,-66.92556049
1284752,Third Avenue,E 54th St,New York County,R,-67.23499089
1284754,Third Avenue,E 55th St,New York County,R,-67.67134362
1284757,Third Avenue,E 56th St,New York County,R,-66.73885953
1284759,Third Avenue,E 57th St,New York County,R,-67.45282233
1284763,Third Avenue,E 58th St,New York County,R,-66.73885953
1284764,Third Avenue,E 58th St,New York County,R,-66.73885953
1284771,Third Avenue,E 59th St,New York County,R,-67.16634582
1284772,Third Avenue,E 59th St,New York County,R,-67.16634582
1284774,Third Avenue,E 53rd St,New York County,L,-66.03751103
